category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
PNAS Plus Significance Statements,nan,nan,PNAS Plus Significance Statements,2014,111,52,18411-18413,http://www.pnas.org/content/111/52/18411.abstract,nan,http://www.pnas.org/content/111/52/18411.full,http://www.pnas.org/content/111/52/18411.full.pdf,,yes,
Perspective,nan,"Karl K. Szpunar, R. Nathan Spreng, Daniel L. Schacter",A taxonomy of prospection: Introducing an organizational framework for future-oriented cognition,2014,111,52,18414-18421,http://www.pnas.org/content/111/52/18414.abstract,nan,http://www.pnas.org/content/111/52/18414.full,http://www.pnas.org/content/111/52/18414.full.pdf,,yes,
Physical Sciences,Applied Physical Sciences,"Lulu Liu, Alexander Woolf, Alejandro W. Rodriguez, Federico Capasso, Bruno Gonçalves, Kevin Z. Hu, Alessandro Vespignani, Steven Pinker, César A. Hidalgo, Jiao Lin, Patrice Genevet, Suraj P. Khanna, Mohammad Lachab, A. Giles Davies, Edmund H. Linfield, Federico Capasso, Rongkuo Zhao, John B. Pendry, Frank H. Stillinger, Salvatore Torquato",Absolute position total internal reflection microscopy with an optical tweezer,2014,111,52,E5609-E5615,http://www.pnas.org/content/111/52/E5609.abstract,nan,http://www.pnas.org/content/111/52/E5609.full,http://www.pnas.org/content/111/52/E5609.full.pdf,,yes,
Physical Sciences,Applied Physical Sciences,"Shahar Ronen, Bruno Gonçalves, Kevin Z. Hu, Alessandro Vespignani, Steven Pinker, César A. Hidalgo",Links that speak: The global language network and its association with global fame,2014,111,52,E5616-E5622,http://www.pnas.org/content/111/52/E5616.abstract,nan,http://www.pnas.org/content/111/52/E5616.full,http://www.pnas.org/content/111/52/E5616.full.pdf,,yes,
Physical Sciences,Applied Physical Sciences,"Patrick Rauter, Jiao Lin, Patrice Genevet, Suraj P. Khanna, Mohammad Lachab, A. Giles Davies, Edmund H. Linfield, Federico Capasso",Electrically pumped semiconductor laser with monolithic control of circular polarization,2014,111,52,E5623-E5632,http://www.pnas.org/content/111/52/E5623.abstract,nan,http://www.pnas.org/content/111/52/E5623.full,http://www.pnas.org/content/111/52/E5623.full.pdf,,yes,
Physical Sciences,Applied Physical Sciences,"Yu Luo, Rongkuo Zhao, John B. Pendry",van der Waals interactions at the nanoscale: The effects of nonlocality,2014,111,52,18422-18427,http://www.pnas.org/content/111/52/18422.abstract,nan,http://www.pnas.org/content/111/52/18422.full,http://www.pnas.org/content/111/52/18422.full.pdf,,yes,
Physical Sciences,Applied Physical Sciences,"Steven Atkinson, Frank H. Stillinger, Salvatore Torquato","Existence of isostatic, maximally random jammed monodisperse hard-disk packings",2014,111,52,18436-18441,http://www.pnas.org/content/111/52/18436.abstract,nan,http://www.pnas.org/content/111/52/18436.full,http://www.pnas.org/content/111/52/18436.full.pdf,,yes,
Physical Sciences,Chemistry,"Jun Nishida, Amr Tamimi, Honghan Fei, Sonja Pullen, Sascha Ott, Seth M. Cohen, Michael D. Fayer, J. Bryant Pollock, Swati Kushal, Timothy R. Cook, Peter J. Stang, Bogdan Z. Olenyuk, Stephen D. Fried, Steven G. Boxer, Thomas E. Markland",Structural dynamics inside a functionalized metal–organic framework probed by ultrafast 2D IR spectroscopy,2014,111,52,18442-18447,http://www.pnas.org/content/111/52/18442.abstract,nan,http://www.pnas.org/content/111/52/18442.full,http://www.pnas.org/content/111/52/18442.full.pdf,,yes,
Physical Sciences,Chemistry,"Ivan V. Grishagin, J. Bryant Pollock, Swati Kushal, Timothy R. Cook, Peter J. Stang, Bogdan Z. Olenyuk",In vivo anticancer activity of rhomboidal Pt(II) metallacycles,2014,111,52,18448-18453,http://www.pnas.org/content/111/52/18448.abstract,nan,http://www.pnas.org/content/111/52/18448.full,http://www.pnas.org/content/111/52/18448.full.pdf,,yes,
Physical Sciences,Chemistry,"Lu Wang, Stephen D. Fried, Steven G. Boxer, Thomas E. Markland",Quantum delocalization of protons in the hydrogen-bond network of an enzyme active site,2014,111,52,18454-18459,http://www.pnas.org/content/111/52/18454.abstract,nan,http://www.pnas.org/content/111/52/18454.full,http://www.pnas.org/content/111/52/18454.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Grant D. Zazula, Ross D. E. MacPhee, Jessica Z. Metcalfe, Alberto V. Reyes, Fiona Brock, Patrick S. Druckenmiller, Pamela Groves, C. Richard Harington, Gregory W. L. Hodgins, Michael L. Kunz, Fred J. Longstaffe, Daniel H. Mann, H. Gregory McDonald, Shweta Nalawade-Chavan, John R. Southon, Lindsay A. Lee, Kirsty J. Pringle, Carly L. Reddington, Dominick V. Spracklen, Kenneth S. Carslaw, David L. Bish, Jonathan D. Raff, Anton F. Schenk, Cornelis J. van der Veen, Gregory Babonis, Kyle Duncan, Soroush Rezvanbehbahani, Michiel R. van den Broeke, Sebastian B. Simonsen, Sudhagar Nagarajan, Jan H. van Angelen",American mastodon extirpation in the Arctic and Subarctic predates human colonization and terminal Pleistocene climate change,2014,111,52,18460-18465,http://www.pnas.org/content/111/52/18460.abstract,nan,http://www.pnas.org/content/111/52/18460.full,http://www.pnas.org/content/111/52/18460.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Douglas S. Hamilton, Lindsay A. Lee, Kirsty J. Pringle, Carly L. Reddington, Dominick V. Spracklen, Kenneth S. Carslaw",Occurrence of pristine aerosol environments on a polluted planet,2014,111,52,18466-18471,http://www.pnas.org/content/111/52/18466.abstract,nan,http://www.pnas.org/content/111/52/18466.full,http://www.pnas.org/content/111/52/18466.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Melissa A. Donaldson, David L. Bish, Jonathan D. Raff",Soil surface acidity plays a determining role in the atmospheric-terrestrial exchange of nitrous acid,2014,111,52,18472-18477,http://www.pnas.org/content/111/52/18472.abstract,nan,http://www.pnas.org/content/111/52/18472.full,http://www.pnas.org/content/111/52/18472.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Beata M. Csatho, Anton F. Schenk, Cornelis J. van der Veen, Gregory Babonis, Kyle Duncan, Soroush Rezvanbehbahani, Michiel R. van den Broeke, Sebastian B. Simonsen, Sudhagar Nagarajan, Jan H. van Angelen",Laser altimetry reveals complex pattern of Greenland Ice Sheet dynamics,2014,111,52,18478-18483,http://www.pnas.org/content/111/52/18478.abstract,nan,http://www.pnas.org/content/111/52/18478.full,http://www.pnas.org/content/111/52/18478.full.pdf,,yes,
Physical Sciences,Engineering,"Marie D. Jackson, Eric N. Landis, Philip F. Brune, Massimo Vitti, Heng Chen, Qinfei Li, Martin Kunz, Hans-Rudolf Wenk, Paulo J. M. Monteiro, Anthony R. Ingraffea",Mechanical resilience and cementitious processes in Imperial Roman architectural mortar,2014,111,52,18484-18489,http://www.pnas.org/content/111/52/18484.abstract,nan,http://www.pnas.org/content/111/52/18484.full,http://www.pnas.org/content/111/52/18484.full.pdf,,yes,
Physical Sciences,Environmental Sciences,"Christopher W. Tessum, Jason D. Hill, Julian D. Marshall, Todd D. Campbell, Michael White, Jeffrey G. Arnold, Jay Atwood, M. Lee Norfleet, Catherine L. Kling, Philip W. Gassman, Adriana Valcu, Jeffrey Richardson, R. Eugene Turner, Nancy N. Rabalais",Life cycle air quality impacts of conventional and alternative light-duty transportation in the United States,2014,111,52,18490-18495,http://www.pnas.org/content/111/52/18490.abstract,nan,http://www.pnas.org/content/111/52/18490.full,http://www.pnas.org/content/111/52/18490.full.pdf,,yes,
Physical Sciences,Environmental Sciences,"Sergey S. Rabotyagov, Todd D. Campbell, Michael White, Jeffrey G. Arnold, Jay Atwood, M. Lee Norfleet, Catherine L. Kling, Philip W. Gassman, Adriana Valcu, Jeffrey Richardson, R. Eugene Turner, Nancy N. Rabalais",Cost-effective targeting of conservation investments to reduce the northern Gulf of Mexico hypoxic zone,2014,111,52,18530-18535,http://www.pnas.org/content/111/52/18530.abstract,nan,http://www.pnas.org/content/111/52/18530.full,http://www.pnas.org/content/111/52/18530.full.pdf,,yes,
Physical Sciences,Physics,"Jan Brugués, Daniel Needleman, Xu Liu, Wenhao Zhang, Lin Zhao, Defa Liu, Shaolong He, Daixiang Mou, Fangsen Li, Chenjia Tang, Zhi Li, Lili Wang, Yingying Peng, Yan Liu, Chaoyu Chen, Li Yu, Guodong Liu, Xiaoli Dong, Jun Zhang, Chuangtian Chen, Zuyan Xu, Xi Chen, Xucun Ma, Qikun Xue, X. J. Zhou, Dong Chen, Alessio Marcozzi, Lifei Zheng, Juanjuan Su, Diego Pesce, Wojciech Zajaczkowski, Anke Kolbe, Wojciech Pisula, Klaus Müllen, Noel A. Clark, Andreas Herrmann",Physical basis of spindle self-organization,2014,111,52,18496-18500,http://www.pnas.org/content/111/52/18496.abstract,nan,http://www.pnas.org/content/111/52/18496.full,http://www.pnas.org/content/111/52/18496.full.pdf,,yes,
Physical Sciences,Physics,"Junfeng He, Xu Liu, Wenhao Zhang, Lin Zhao, Defa Liu, Shaolong He, Daixiang Mou, Fangsen Li, Chenjia Tang, Zhi Li, Lili Wang, Yingying Peng, Yan Liu, Chaoyu Chen, Li Yu, Guodong Liu, Xiaoli Dong, Jun Zhang, Chuangtian Chen, Zuyan Xu, Xi Chen, Xucun Ma, Qikun Xue, X. J. Zhou",Electronic evidence of an insulator–superconductor crossover in single-layer FeSe/SrTiO,2014,111,52,18501-18506,http://www.pnas.org/content/111/52/18501.abstract,nan,http://www.pnas.org/content/111/52/18501.full,http://www.pnas.org/content/111/52/18501.full.pdf,,yes,
Physical Sciences,Physics,"Kai Liu, Dong Chen, Alessio Marcozzi, Lifei Zheng, Juanjuan Su, Diego Pesce, Wojciech Zajaczkowski, Anke Kolbe, Wojciech Pisula, Klaus Müllen, Noel A. Clark, Andreas Herrmann",Thermotropic liquid crystals from biomacromolecules,2014,111,52,18596-18600,http://www.pnas.org/content/111/52/18596.abstract,nan,http://www.pnas.org/content/111/52/18596.full,http://www.pnas.org/content/111/52/18596.full.pdf,,yes,
Physical Sciences,Statistics,"Ann C. Babtie, Paul Kirk, Michael P. H. Stumpf",Topological sensitivity analysis for systems biology,2014,111,52,18507-18512,http://www.pnas.org/content/111/52/18507.abstract,nan,http://www.pnas.org/content/111/52/18507.full,http://www.pnas.org/content/111/52/18507.full.pdf,,yes,
Social Sciences,Anthropology,"David L. Lentz, Nicholas P. Dunning, Vernon L. Scarborough, Kevin S. Magee, Kim M. Thompson, Eric Weaver, Christopher Carr, Richard E. Terry, Gerald Islebe, Kenneth B. Tankersley, Liwy Grazioso Sierra, John G. Jones, Palma Buttles, Fred Valdez, Carmen E. Ramos Hernandez","Forests, fields, and the edge of sustainability at the ancient Maya city of Tikal",2014,111,52,18513-18518,http://www.pnas.org/content/111/52/18513.abstract,nan,http://www.pnas.org/content/111/52/18513.full,http://www.pnas.org/content/111/52/18513.full.pdf,,yes,
Social Sciences,Economic Sciences,"Jamison Pike, Tiffany Bogich, Sarah Elwood, David C. Finnoff, Peter Daszak, Evan P. Apfelbaum, Mark Bernard, Valerie L. Bartelt, Edward J. Zajac, David Stark",Economic optimization of a global strategy to address the pandemic threat,2014,111,52,18519-18523,http://www.pnas.org/content/111/52/18519.abstract,nan,http://www.pnas.org/content/111/52/18519.full,http://www.pnas.org/content/111/52/18519.full.pdf,,yes,
Social Sciences,Economic Sciences,"Sheen S. Levine, Evan P. Apfelbaum, Mark Bernard, Valerie L. Bartelt, Edward J. Zajac, David Stark",Ethnic diversity deflates price bubbles,2014,111,52,18524-18529,http://www.pnas.org/content/111/52/18524.abstract,nan,http://www.pnas.org/content/111/52/18524.full,http://www.pnas.org/content/111/52/18524.full.pdf,,yes,
Social Sciences,Political Sciences,"Brad L. LeVeck, D. Alex Hughes, James H. Fowler, Emilie Hafner-Burton, David G. Victor",The role of self-interest in elite bargaining,2014,111,52,18536-18541,http://www.pnas.org/content/111/52/18536.abstract,nan,http://www.pnas.org/content/111/52/18536.full,http://www.pnas.org/content/111/52/18536.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Robert B. Yaffe, Matthew S. D. Kerr, Srikanth Damera, Sridevi V. Sarma, Sara K. Inati, Kareem A. Zaghloul",Reinstatement of distributed cortical oscillations occurs with precise spatiotemporal dynamics during successful memory retrieval,2014,111,52,18727-18732,http://www.pnas.org/content/111/52/18727.abstract,nan,http://www.pnas.org/content/111/52/18727.full,http://www.pnas.org/content/111/52/18727.full.pdf,,yes,
Biological Sciences,Applied Biological Sciences,"Ming-kun Yang, Yao-hua Yang, Zhuo Chen, Jia Zhang, Yan Lin, Yan Wang, Qian Xiong, Tao Li, Feng Ge, Donald A. Bryant, Jin-dong Zhao",Proteogenomic analysis and global discovery of posttranslational modifications in prokaryotes,2014,111,52,E5633-E5642,http://www.pnas.org/content/111/52/E5633.abstract,nan,http://www.pnas.org/content/111/52/E5633.full,http://www.pnas.org/content/111/52/E5633.full.pdf,,yes,
Biological Sciences,Biochemistry,"James M. Kovacs, Erik Noeldeke, Heather Jiwon Ha, Hanqin Peng, Sophia Rits-Volloch, Stephen C. Harrison, Bing Chen, Vladimir Kasho, Xiaoxu Jiang, Els Pardon, Jan Steyaert, H. Ronald Kaback, Kathleen L. McCann, Robert N. Wine, Susan J. Baserga, Traci M. Tanaka Hall, Zhihao Bao, Qin Zhao, Hui Guo, Ke Xu, Chengcheng Wang, Peng Zhang, Oliver Limbo, Jia Fei, Lu Chen, Bong Kim, Jie Luo, Jenny Chong, Ronald C. Conaway, Joan W. Conaway, Jeff A. Ranish, James T. Kadonaga, Paul Russell, Dong Wang, Alfred Hausladen, Ya-Juan Wang, Guo-Fang Zhang, Colin Stomberski, Henri Brunengraber, Douglas T. Hess, Jonathan S. Stamler, Brenda M. Luken, James T. B. Crawley, Rebecca Phillips, Mari Thomas, Richard F. Collins, Louis Deforche, Karen Vanhoorelbeke, David A. Lane, Jian Zhu, Garima Gupta, Sandra L. Haberichter, Kenneth D. Friedman, Hendrik B. Feys, Louis Deforche, Karen Vanhoorelbeke, Lisa A. Westfield, Robyn Roth, Niraj Harish Tolia, John E. Heuser, J. Evan Sadler, Jack D. Sadowsky, Nathan D. Thomsen, Steven C. Chen, Allison K. Doak, Michelle R. Arkin, James A. Wells","Stable, uncleaved HIV-1 envelope glycoprotein gp140 forms a tightly folded trimer with a native-like structure",2014,111,52,18542-18547,http://www.pnas.org/content/111/52/18542.abstract,nan,http://www.pnas.org/content/111/52/18542.full,http://www.pnas.org/content/111/52/18542.full.pdf,,yes,
Biological Sciences,Biochemistry,"Irina Smirnova, Vladimir Kasho, Xiaoxu Jiang, Els Pardon, Jan Steyaert, H. Ronald Kaback",Outward-facing conformers of LacY stabilized by nanobodies,2014,111,52,18548-18553,http://www.pnas.org/content/111/52/18548.abstract,nan,http://www.pnas.org/content/111/52/18548.full,http://www.pnas.org/content/111/52/18548.full.pdf,,yes,
Biological Sciences,Biochemistry,"Chen Qiu, Kathleen L. McCann, Robert N. Wine, Susan J. Baserga, Traci M. Tanaka Hall",A divergent Pumilio repeat protein family for pre-rRNA processing and mRNA localization,2014,111,52,18554-18559,http://www.pnas.org/content/111/52/18554.abstract,nan,http://www.pnas.org/content/111/52/18554.full,http://www.pnas.org/content/111/52/18554.full.pdf,,yes,
Biological Sciences,Biochemistry,"Minhua Zhang, Zhihao Bao, Qin Zhao, Hui Guo, Ke Xu, Chengcheng Wang, Peng Zhang",Structure of a pantothenate transporter and implications for ECF module sharing and energy coupling of group II ECF transporters,2014,111,52,18560-18565,http://www.pnas.org/content/111/52/18560.abstract,nan,http://www.pnas.org/content/111/52/18560.full,http://www.pnas.org/content/111/52/18560.full.pdf,,yes,
Biological Sciences,Biochemistry,"Lanfeng Wang, Oliver Limbo, Jia Fei, Lu Chen, Bong Kim, Jie Luo, Jenny Chong, Ronald C. Conaway, Joan W. Conaway, Jeff A. Ranish, James T. Kadonaga, Paul Russell, Dong Wang",Regulation of the Rhp26,2014,111,52,18566-18571,http://www.pnas.org/content/111/52/18566.abstract,nan,http://www.pnas.org/content/111/52/18566.full,http://www.pnas.org/content/111/52/18566.full.pdf,,yes,
Biological Sciences,Biochemistry,"Puneet Anand, Alfred Hausladen, Ya-Juan Wang, Guo-Fang Zhang, Colin Stomberski, Henri Brunengraber, Douglas T. Hess, Jonathan S. Stamler",Identification of S-nitroso-CoA reductases that regulate protein S-nitrosylation,2014,111,52,18572-18577,http://www.pnas.org/content/111/52/18572.abstract,nan,http://www.pnas.org/content/111/52/18572.full,http://www.pnas.org/content/111/52/18572.full.pdf,,yes,
Biological Sciences,Biochemistry,"Kieron South, Brenda M. Luken, James T. B. Crawley, Rebecca Phillips, Mari Thomas, Richard F. Collins, Louis Deforche, Karen Vanhoorelbeke, David A. Lane",Conformational activation of ADAMTS13,2014,111,52,18578-18583,http://www.pnas.org/content/111/52/18578.abstract,nan,http://www.pnas.org/content/111/52/18578.full,http://www.pnas.org/content/111/52/18578.full.pdf,,yes,
Biological Sciences,Biochemistry,"Joshua Muia, Jian Zhu, Garima Gupta, Sandra L. Haberichter, Kenneth D. Friedman, Hendrik B. Feys, Louis Deforche, Karen Vanhoorelbeke, Lisa A. Westfield, Robyn Roth, Niraj Harish Tolia, John E. Heuser, J. Evan Sadler",Allosteric activation of ADAMTS13 by von Willebrand factor,2014,111,52,18584-18589,http://www.pnas.org/content/111/52/18584.abstract,nan,http://www.pnas.org/content/111/52/18584.full,http://www.pnas.org/content/111/52/18584.full.pdf,,yes,
Biological Sciences,Biochemistry,"T. Justin Rettenmaier, Jack D. Sadowsky, Nathan D. Thomsen, Steven C. Chen, Allison K. Doak, Michelle R. Arkin, James A. Wells",A small-molecule mimic of a peptide docking motif inhibits the protein kinase PDK1,2014,111,52,18590-18595,http://www.pnas.org/content/111/52/18590.abstract,nan,http://www.pnas.org/content/111/52/18590.full,http://www.pnas.org/content/111/52/18590.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Eugenio Marco, Robert L. Karp, Guoji Guo, Paul Robson, Adam H. Hart, Lorenzo Trippa, Guo-Cheng Yuan, Daniel Needleman, Paul Kirk, Michael P. H. Stumpf, Dong Chen, Alessio Marcozzi, Lifei Zheng, Juanjuan Su, Diego Pesce, Wojciech Zajaczkowski, Anke Kolbe, Wojciech Pisula, Klaus Müllen, Noel A. Clark, Andreas Herrmann, Thomas W. Patapoff, Bruce Kabakoff, Satyan Pai, Eric Hilario, Boyan Zhang, Charlene Li, Oleg Borisov, Robert F. Kelley, Ilya Chorny, Joe Z. Zhou, Ken A. Dill, Trevor E. Swartz, Martijn C. Koorengevel, Marre Schäfer, Alexander V. Prokofyev, Stefan Scheidelaar, Elwin A. W. van der Cruijsen, Timothy R. Dafforn, Marc Baldus, J. Antoinette Killian, Yangshin Park, Iktae Kim, Eun-Hee Kim, Tae-Kyung Yu, Sangkee Rhee, Jeong-Yong Suh, Liang-Zhong Lim, Yuanyuan Wei, Jianxing Song, Steven L. Alam, Thomas Fricke, Kaneil Zadrozny, Jaroslaw Sedzicki, Alexander B. Taylor, Borries Demeler, Owen Pornillos, Barbie K. Ganser-Pornillos, Felipe Diaz-Griffero, Dmitri N. Ivanov, Mark Yeager",Bifurcation analysis of single-cell gene expression data reveals epigenetic landscape,2014,111,52,E5643-E5650,http://www.pnas.org/content/111/52/E5643.abstract,nan,http://www.pnas.org/content/111/52/E5643.full,http://www.pnas.org/content/111/52/E5643.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Vikas K. Sharma, Thomas W. Patapoff, Bruce Kabakoff, Satyan Pai, Eric Hilario, Boyan Zhang, Charlene Li, Oleg Borisov, Robert F. Kelley, Ilya Chorny, Joe Z. Zhou, Ken A. Dill, Trevor E. Swartz","In silico selection of therapeutic antibodies for development: Viscosity, clearance, and chemical stability",2014,111,52,18601-18606,http://www.pnas.org/content/111/52/18601.abstract,nan,http://www.pnas.org/content/111/52/18601.full,http://www.pnas.org/content/111/52/18601.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Jonas M. Dörr, Martijn C. Koorengevel, Marre Schäfer, Alexander V. Prokofyev, Stefan Scheidelaar, Elwin A. W. van der Cruijsen, Timothy R. Dafforn, Marc Baldus, J. Antoinette Killian","Detergent-free isolation, characterization, and functional reconstitution of a tetrameric K",2014,111,52,18607-18612,http://www.pnas.org/content/111/52/18607.abstract,nan,http://www.pnas.org/content/111/52/18607.full,http://www.pnas.org/content/111/52/18607.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Mookyoung Han, Yangshin Park, Iktae Kim, Eun-Hee Kim, Tae-Kyung Yu, Sangkee Rhee, Jeong-Yong Suh",Structural basis for the auxin-induced transcriptional regulation by Aux/IAA17,2014,111,52,18613-18618,http://www.pnas.org/content/111/52/18613.abstract,nan,http://www.pnas.org/content/111/52/18613.full,http://www.pnas.org/content/111/52/18613.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Haina Qin, Liang-Zhong Lim, Yuanyuan Wei, Jianxing Song",TDP-43 N terminus encodes a novel ubiquitin-like fold and its unfolded form in equilibrium that can be shifted by binding to ssDNA,2014,111,52,18619-18624,http://www.pnas.org/content/111/52/18619.abstract,nan,http://www.pnas.org/content/111/52/18619.full,http://www.pnas.org/content/111/52/18619.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Akash Bhattacharya, Steven L. Alam, Thomas Fricke, Kaneil Zadrozny, Jaroslaw Sedzicki, Alexander B. Taylor, Borries Demeler, Owen Pornillos, Barbie K. Ganser-Pornillos, Felipe Diaz-Griffero, Dmitri N. Ivanov, Mark Yeager",Structural basis of HIV-1 capsid recognition by PF74 and CPSF6,2014,111,52,18625-18630,http://www.pnas.org/content/111/52/18625.abstract,nan,http://www.pnas.org/content/111/52/18625.full,http://www.pnas.org/content/111/52/18625.full.pdf,,yes,
Biological Sciences,Cell Biology,"Alberto Ciccia, Jen-Wei Huang, Lior Izhar, Mathew E. Sowa, J. Wade Harper, Stephen J. Elledge",Treacher Collins syndrome TCOF1 protein cooperates with NBS1 in the DNA damage response,2014,111,52,18631-18636,http://www.pnas.org/content/111/52/18631.abstract,nan,http://www.pnas.org/content/111/52/18631.full,http://www.pnas.org/content/111/52/18631.full.pdf,,yes,
Biological Sciences,Cell Biology,"Jin Zhang, Enshun Xu, Cong Ren, Wensheng Yan, Min Zhang, Mingyi Chen, Robert D. Cardiff, Denise M. Imai, Erik Wisner, Xinbin Chen","Mice deficient in Rbm38, a target of the p53 family, are susceptible to accelerated aging and spontaneous tumors",2014,111,52,18637-18642,http://www.pnas.org/content/111/52/18637.abstract,nan,http://www.pnas.org/content/111/52/18637.full,http://www.pnas.org/content/111/52/18637.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Qing Shi, Shuang Li, Shuangxi Li, Alice Jiang, Yongbin Chen, Jin Jiang, Angela M. Washington, Barry T. Hinton",Hedgehog-induced phosphorylation by CK1 sustains the activity of Ci/Gli activator,2014,111,52,E5651-E5660,http://www.pnas.org/content/111/52/E5651.abstract,nan,http://www.pnas.org/content/111/52/E5651.full,http://www.pnas.org/content/111/52/E5651.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Bingfang Xu, Angela M. Washington, Barry T. Hinton",PTEN signaling through RAF1 proto-oncogene serine/threonine kinase (RAF1)/ERK in the epididymis is essential for male fertility,2014,111,52,18643-18648,http://www.pnas.org/content/111/52/18643.abstract,nan,http://www.pnas.org/content/111/52/18643.full,http://www.pnas.org/content/111/52/18643.full.pdf,,yes,
Biological Sciences,Ecology,"Peter T. Green, Kyle E. Harms, Joseph H. Connell","Nonrandom, diversifying processes are disproportionately strong in the smallest size classes of a tropical forest",2014,111,52,18649-18654,http://www.pnas.org/content/111/52/18649.abstract,nan,http://www.pnas.org/content/111/52/18649.full,http://www.pnas.org/content/111/52/18649.full.pdf,,yes,
