category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
Physical Sciences,Sustainability Science,"Emre Gençer, Dharik S. Mallapragada, François Maréchal, Mohit Tawarmalani, Rakesh Agrawal",Round-the-clock power supply and a sustainable economy via synergistic integration of solar thermal power and hydrogen processes,2015,112,52,15821-15826,http://www.pnas.org/content/112/52/15821.abstract,nan,http://www.pnas.org/content/112/52/15821.full,http://www.pnas.org/content/112/52/15821.full.pdf,,yes,
Social Sciences,Economic Sciences,"Francis Dennig, Mark B. Budolfson, Marc Fleurbaey, Asher Siebert, Robert H. Socolow","Inequality, climate impacts on the future poor, and carbon prices",2015,112,52,15827-15832,http://www.pnas.org/content/112/52/15827.abstract,nan,http://www.pnas.org/content/112/52/15827.full,http://www.pnas.org/content/112/52/15827.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Sanne ten Oever, Alexander T. Sack, Julian House, Robb Willer, Nicholas A. Fagan, Koji Toda, Amanda V. Utevsky, John M. Pearson, Michael L. Platt",Oscillatory phase shapes syllable perception,2015,112,52,15833-15837,http://www.pnas.org/content/112/52/15833.abstract,nan,http://www.pnas.org/content/112/52/15833.full,http://www.pnas.org/content/112/52/15833.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Stéphane Côté, Julian House, Robb Willer",High economic inequality leads higher-income individuals to be less generous,2015,112,52,15838-15843,http://www.pnas.org/content/112/52/15838.abstract,nan,http://www.pnas.org/content/112/52/15838.full,http://www.pnas.org/content/112/52/15838.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Steve W. C. Chang, Nicholas A. Fagan, Koji Toda, Amanda V. Utevsky, John M. Pearson, Michael L. Platt",Neural mechanisms of social decision-making in the primate amygdala,2015,112,52,16012-16017,http://www.pnas.org/content/112/52/16012.abstract,nan,http://www.pnas.org/content/112/52/16012.full,http://www.pnas.org/content/112/52/16012.full.pdf,,yes,
Social Sciences,Sustainability Science,"Jacob W. Malcom, Ya-Wei Li",Data contradict common perceptions about a controversial provision of the US Endangered Species Act,2015,112,52,15844-15849,http://www.pnas.org/content/112/52/15844.abstract,nan,http://www.pnas.org/content/112/52/15844.full,http://www.pnas.org/content/112/52/15844.full.pdf,,yes,
Biological Sciences,Biochemistry,"Daniel B. Grabarczyk, Paul E. Chappell, Steven Johnson, Lukas S. Stelzl, Susan M. Lea, Ben C. Berks, Nikolay Vadimovich Kukushkin, Alfred Lewis Goldberg, Bo Zhai, Steven P. Gygi, Alfred Lewis Goldberg, Michael C. Gregory, Ilia G. Denisov, Stephen G. Sligar, James R. Kincaid, Phillip B. Murray, Xiarong Shi, Elizabeth S. Mo, Jyotidarsini Mohanty, Francisco Tome, Hanwen Bai, Murat Gunel, Irit Lax, Joseph Schlessinger, Yvonne Y. Koh, Brett VanVeller, Ronald T. Raines, Marvin Wickens, Dmitri N. Ermolenko, Wen-Long Ding, Astrid Höppner, Cheng Zhao, Lun Zhang, Yusaku Hontani, John T. M. Kennis, Wolfgang Gärtner, Hugo Scheer, Ming Zhou, Kai-Hong Zhao",Structural basis for specificity and promiscuity in a carrier protein/enzyme system from the sulfur cycle,2015,112,52,E7166-E7175,http://www.pnas.org/content/112/52/E7166.abstract,nan,http://www.pnas.org/content/112/52/E7166.full,http://www.pnas.org/content/112/52/E7166.full.pdf,,yes,
Biological Sciences,Biochemistry,"Sudarsanareddy Lokireddy, Nikolay Vadimovich Kukushkin, Alfred Lewis Goldberg",cAMP-induced phosphorylation of 26S proteasomes on Rpn6/PSMD11 enhances their activity and the degradation of misfolded proteins,2015,112,52,E7176-E7185,http://www.pnas.org/content/112/52/E7176.abstract,nan,http://www.pnas.org/content/112/52/E7176.full,http://www.pnas.org/content/112/52/E7176.full.pdf,,yes,
Biological Sciences,Biochemistry,"Jinghui Zhao, Bo Zhai, Steven P. Gygi, Alfred Lewis Goldberg",mTOR inhibition activates overall protein degradation by the ubiquitin proteasome system as well as by autophagy,2015,112,52,15790-15797,http://www.pnas.org/content/112/52/15790.abstract,nan,http://www.pnas.org/content/112/52/15790.full,http://www.pnas.org/content/112/52/15790.full.pdf,,yes,
Biological Sciences,Biochemistry,"Andrey V. Reshetnyak, Phillip B. Murray, Xiarong Shi, Elizabeth S. Mo, Jyotidarsini Mohanty, Francisco Tome, Hanwen Bai, Murat Gunel, Irit Lax, Joseph Schlessinger",Augmentor α and β (FAM150) are ligands of the receptor tyrosine kinases ALK and LTK: Hierarchy and specificity of ligand–receptor interactions,2015,112,52,15862-15867,http://www.pnas.org/content/112/52/15862.abstract,nan,http://www.pnas.org/content/112/52/15862.full,http://www.pnas.org/content/112/52/15862.full.pdf,,yes,
Biological Sciences,Biochemistry,"Douglas F. Porter, Yvonne Y. Koh, Brett VanVeller, Ronald T. Raines, Marvin Wickens",Target selection by natural and redesigned PUF proteins,2015,112,52,15868-15873,http://www.pnas.org/content/112/52/15868.abstract,nan,http://www.pnas.org/content/112/52/15868.full,http://www.pnas.org/content/112/52/15868.full.pdf,,yes,
Biological Sciences,Biochemistry,"Clarence Ling, Dmitri N. Ermolenko",Initiation factor 2 stabilizes the ribosome in a semirotated conformation,2015,112,52,15874-15879,http://www.pnas.org/content/112/52/15874.abstract,nan,http://www.pnas.org/content/112/52/15874.full,http://www.pnas.org/content/112/52/15874.full.pdf,,yes,
Biological Sciences,Biochemistry,"Kun Tang, Wen-Long Ding, Astrid Höppner, Cheng Zhao, Lun Zhang, Yusaku Hontani, John T. M. Kennis, Wolfgang Gärtner, Hugo Scheer, Ming Zhou, Kai-Hong Zhao","The terminal phycobilisome emitter, L",2015,112,52,15880-15885,http://www.pnas.org/content/112/52/15880.abstract,nan,http://www.pnas.org/content/112/52/15880.full,http://www.pnas.org/content/112/52/15880.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Keith J. Mickolajczyk, Nathan C. Deffenbaugh, Jaime Ortega Arroyo, Joanna Andrecka, Philipp Kukura, William O. Hancock, John A. Cole, Jingyi Fei, Taekjip Ha, Zaida A. Luthey-Schulten, Hiroyuki Kai, Lars-Anders Carlson, Jay T. Groves, James H. Hurley, Julian Heinrich, Christian Stolte, Kenneth S. Sabir, Michael J. Buckley, Bruce Tabor, Beth Signal, Brian S. Gloss, Christopher J. Hammang, Burkhard Rost, Andrea Schafferhans, Seán I. O’Donoghue, Igor Kukhtevich, Norbert Stoop, Jörn Dunkel, Vasily Kantsler, Marcel L. Verdonk, Harpreet K. Saini, Ian J. Tickle, Harren Jhoti",Kinetics of nucleotide-dependent structural transitions in the kinesin-1 hydrolysis cycle,2015,112,52,E7186-E7193,http://www.pnas.org/content/112/52/E7186.abstract,nan,http://www.pnas.org/content/112/52/E7186.full,http://www.pnas.org/content/112/52/E7186.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Il-Hyung Lee, Hiroyuki Kai, Lars-Anders Carlson, Jay T. Groves, James H. Hurley",Negative membrane curvature catalyzes nucleation of endosomal sorting complex required for transport (ESCRT)-III assembly,2015,112,52,15892-15897,http://www.pnas.org/content/112/52/15892.abstract,nan,http://www.pnas.org/content/112/52/15892.full,http://www.pnas.org/content/112/52/15892.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Nelson Perdigão, Julian Heinrich, Christian Stolte, Kenneth S. Sabir, Michael J. Buckley, Bruce Tabor, Beth Signal, Brian S. Gloss, Christopher J. Hammang, Burkhard Rost, Andrea Schafferhans, Seán I. O’Donoghue",Unexpected features of the dark proteome,2015,112,52,15898-15903,http://www.pnas.org/content/112/52/15898.abstract,nan,http://www.pnas.org/content/112/52/15898.full,http://www.pnas.org/content/112/52/15898.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Anton Bukatin, Igor Kukhtevich, Norbert Stoop, Jörn Dunkel, Vasily Kantsler",Bimodal rheotactic behavior reflects flagellar beat asymmetry in human sperm cells,2015,112,52,15904-15909,http://www.pnas.org/content/112/52/15904.abstract,nan,http://www.pnas.org/content/112/52/15904.full,http://www.pnas.org/content/112/52/15904.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"R. Frederick Ludlow, Marcel L. Verdonk, Harpreet K. Saini, Ian J. Tickle, Harren Jhoti",Detection of secondary binding sites in proteins using fragment screening,2015,112,52,15910-15915,http://www.pnas.org/content/112/52/15910.abstract,nan,http://www.pnas.org/content/112/52/15910.full,http://www.pnas.org/content/112/52/15910.full.pdf,,yes,
Biological Sciences,Cell Biology,"Sneha Rath, Jesse Donovan, Gena Whitney, Alisha Chitrakar, Wei Wang, Alexei Korennykh, Ingrid P. Meschede, Jemima J. Burden, Maryse Bailly, Miguel C. Seabra, Clare E. Futter",Human RNase L tunes gene expression by selectively destabilizing the microRNA-regulated transcriptome,2015,112,52,15916-15921,http://www.pnas.org/content/112/52/15916.abstract,nan,http://www.pnas.org/content/112/52/15916.full,http://www.pnas.org/content/112/52/15916.full.pdf,,yes,
Biological Sciences,Cell Biology,"Thomas Burgoyne, Ingrid P. Meschede, Jemima J. Burden, Maryse Bailly, Miguel C. Seabra, Clare E. Futter",Rod disc renewal occurs by evagination of the ciliary plasma membrane that makes cadherin-based contacts with the inner segment,2015,112,52,15922-15927,http://www.pnas.org/content/112/52/15922.abstract,nan,http://www.pnas.org/content/112/52/15922.full,http://www.pnas.org/content/112/52/15922.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Zhengui Zheng, Brooke A. Armfield, Martin J. Cohn, Kaori Koga, Ellen Menkhorst, Michelle Van Sinderen, Katarzyna Rainczuk, Miwako Nagai, Carly Cuman, Joanne Yap, Jian-Guo Zhang, David Simmons, Morag J. Young, Evdokia Dimitriadis",Timing of androgen receptor disruption and estrogen exposure underlies a spectrum of congenital penile anomalies,2015,112,52,E7194-E7203,http://www.pnas.org/content/112/52/E7194.abstract,nan,http://www.pnas.org/content/112/52/E7194.full,http://www.pnas.org/content/112/52/E7194.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Amy L. Winship, Kaori Koga, Ellen Menkhorst, Michelle Van Sinderen, Katarzyna Rainczuk, Miwako Nagai, Carly Cuman, Joanne Yap, Jian-Guo Zhang, David Simmons, Morag J. Young, Evdokia Dimitriadis",Interleukin-11 alters placentation and causes preeclampsia features in mice,2015,112,52,15928-15933,http://www.pnas.org/content/112/52/15928.abstract,nan,http://www.pnas.org/content/112/52/15928.full,http://www.pnas.org/content/112/52/15928.full.pdf,,yes,
Biological Sciences,Ecology,"Trevor S. Fristoe, Joseph R. Burger, Meghan A. Balk, Imran Khaliq, Christian Hof, James H. Brown",Metabolic heat production and thermal conductance are mass-independent adaptations to thermal environment in birds and mammals,2015,112,52,15934-15939,http://www.pnas.org/content/112/52/15934.abstract,nan,http://www.pnas.org/content/112/52/15934.full,http://www.pnas.org/content/112/52/15934.full.pdf,,yes,
Biological Sciences,Evolution,"Emily A. Lescak, Susan L. Bassham, Julian Catchen, Ofer Gelmond, Mary L. Sherbick, Frank A. von Hippel, William A. Cresko, Jeff Klomp, Joyce Pieretti, Igor Schneider, Andrew R. Gehrke, Neil H. Shubin, James H. Marden, Howard W. Fescemyer, Joshua P. Der, Jin Liu, Najmus Mahfooz, Aleksandar Popadić, Michael F. Scott, Simone Immler, Daniel J. Fergus, Samuel Minot, Dorothy T. Pei, W. Brian Simison, Iria Fernandez-Silva, Megan S. Thoemmes, Robert R. Dunn, Michelle Trautwein",Evolution of stickleback in 50 years on earthquake-uplifted islands,2015,112,52,E7204-E7212,http://www.pnas.org/content/112/52/E7204.abstract,nan,http://www.pnas.org/content/112/52/E7204.full,http://www.pnas.org/content/112/52/E7204.full.pdf,,yes,
Biological Sciences,Evolution,"Tetsuya Nakamura, Jeff Klomp, Joyce Pieretti, Igor Schneider, Andrew R. Gehrke, Neil H. Shubin",Molecular mechanisms underlying the exceptional adaptations of batoid fins,2015,112,52,15940-15945,http://www.pnas.org/content/112/52/15940.abstract,nan,http://www.pnas.org/content/112/52/15940.full,http://www.pnas.org/content/112/52/15940.full.pdf,,yes,
Biological Sciences,Evolution,"Victor Medved, James H. Marden, Howard W. Fescemyer, Joshua P. Der, Jin Liu, Najmus Mahfooz, Aleksandar Popadić",Origin and diversification of wings: Insights from a neopteran insect,2015,112,52,15946-15951,http://www.pnas.org/content/112/52/15946.abstract,nan,http://www.pnas.org/content/112/52/15946.full,http://www.pnas.org/content/112/52/15946.full.pdf,,yes,
Biological Sciences,Evolution,"Sarah P. Otto, Michael F. Scott, Simone Immler",Evolution of haploid selection in predominantly diploid organisms,2015,112,52,15952-15957,http://www.pnas.org/content/112/52/15952.abstract,nan,http://www.pnas.org/content/112/52/15952.full,http://www.pnas.org/content/112/52/15952.full.pdf,,yes,
Biological Sciences,Evolution,"Michael F. Palopoli, Daniel J. Fergus, Samuel Minot, Dorothy T. Pei, W. Brian Simison, Iria Fernandez-Silva, Megan S. Thoemmes, Robert R. Dunn, Michelle Trautwein",Global divergence of the human follicle mite,2015,112,52,15958-15963,http://www.pnas.org/content/112/52/15958.abstract,nan,http://www.pnas.org/content/112/52/15958.full,http://www.pnas.org/content/112/52/15958.full.pdf,,yes,
Biological Sciences,Genetics,"Amelia F. Alessi, Vishal Khivansara, Ting Han, Mallory A. Freeberg, James J. Moresco, Patricia G. Tu, Eric Montoye, John R. Yates, Xantha Karp, John K. Kim, John Huddleston, Reuben M. Buckley, Maika Malig, Sara D. Lawhon, Loren C. Skow, Mi Ok Lee, Evan E. Eichler, Leif Andersson, James E. Womack, Lei Huang, Liya Xu, Jin Huang, Fei Ma, Xiaohui Zhu, Yaqiong Tang, Mingshan Liu, Ying Lian, Ping Liu, Rong Li, Sijia Lu, Fuchou Tang, Jie Qiao, X. Sunney Xie, Elaine F. Remmers, Ioanna Tachmazidou, Alexei Grom, Dirk Foell, Johannes-Peter Haas, Alberto Martini, Marco Gattorno, Seza Özen, Sampath Prahalad, Andrew S. Zeft, John F. Bohnsack, Elizabeth D. Mellins, Norman T. Ilowite, Ricardo Russo, Claudio Len, Maria Odete E. Hilario, Sheila Oliveira, Rae S. M. Yeung, Alan Rosenberg, Lucy R. Wedderburn, Jordi Anton, Tobias Schwarz, Anne Hinks, Yelda Bilginer, Jane Park, Joanna Cobb, Colleen L. Satorius, Buhm Han, Elizabeth Baskin, Sara Signa, Richard H. Duerr, J. P. Achkar, M. Ilyas Kamboh, Kenneth M. Kaufman, Leah C. Kottyan, Dalila Pinto, Stephen W. Scherer, Marta E. Alarcón-Riquelme, Elisa Docampo, Xavier Estivill, Ahmet Gül, British Society of Pediatric and Adolescent Rheumatology (BSPAR) Study Group, Childhood Arthritis Prospective Study (CAPS) Group, Randomized Placebo Phase Study of Rilonacept in sJIA (RAPPORT) Investigators, Sparks-Childhood Arthritis Response to Medication Study (CHARMS) Group, Biologically Based Outcome Predictors in JIA (BBOP) Group, Paul I. W. de Bakker, Soumya Raychaudhuri, Carl D. Langefeld, Susan Thompson, Eleftheria Zeggini, Wendy Thomson, Daniel L. Kastner, Patricia Woo, the International Childhood Arthritis Genetics (INCHARGE) Consortium, Jennifer R. Tenlen, Frank W. Smith, Jeremy R. Wang, Kiera A. Patanella, Erin Osborne Nishimura, Sophia C. Tintori, Qing Li, Corbin D. Jones, Mark Yandell, David N. Messina, Jarret Glasscock, Bob Goldstein, Celestia Fang, Mischa A. Olson, Matthieu Falque, Olivier C. Martin, Wojciech P. Pawlowski",Casein kinase II promotes target silencing by miRISC through direct phosphorylation of the DEAD-box RNA helicase CGH-1,2015,112,52,E7213-E7222,http://www.pnas.org/content/112/52/E7213.abstract,nan,http://www.pnas.org/content/112/52/E7213.full,http://www.pnas.org/content/112/52/E7213.full.pdf,,yes,
Biological Sciences,Genetics,"Junfeng Chen, John Huddleston, Reuben M. Buckley, Maika Malig, Sara D. Lawhon, Loren C. Skow, Mi Ok Lee, Evan E. Eichler, Leif Andersson, James E. Womack",Bovine,2015,112,52,E7223-E7229,http://www.pnas.org/content/112/52/E7223.abstract,nan,http://www.pnas.org/content/112/52/E7223.full,http://www.pnas.org/content/112/52/E7223.full.pdf,,yes,
Biological Sciences,Genetics,"Liying Yan, Lei Huang, Liya Xu, Jin Huang, Fei Ma, Xiaohui Zhu, Yaqiong Tang, Mingshan Liu, Ying Lian, Ping Liu, Rong Li, Sijia Lu, Fuchou Tang, Jie Qiao, X. Sunney Xie",Live births after simultaneous avoidance of monogenic diseases and chromosome abnormality by next-generation sequencing with linkage analyses,2015,112,52,15964-15969,http://www.pnas.org/content/112/52/15964.abstract,nan,http://www.pnas.org/content/112/52/15964.full,http://www.pnas.org/content/112/52/15964.full.pdf,,yes,
Biological Sciences,Genetics,"Michael J. Ombrello, Elaine F. Remmers, Ioanna Tachmazidou, Alexei Grom, Dirk Foell, Johannes-Peter Haas, Alberto Martini, Marco Gattorno, Seza Özen, Sampath Prahalad, Andrew S. Zeft, John F. Bohnsack, Elizabeth D. Mellins, Norman T. Ilowite, Ricardo Russo, Claudio Len, Maria Odete E. Hilario, Sheila Oliveira, Rae S. M. Yeung, Alan Rosenberg, Lucy R. Wedderburn, Jordi Anton, Tobias Schwarz, Anne Hinks, Yelda Bilginer, Jane Park, Joanna Cobb, Colleen L. Satorius, Buhm Han, Elizabeth Baskin, Sara Signa, Richard H. Duerr, J. P. Achkar, M. Ilyas Kamboh, Kenneth M. Kaufman, Leah C. Kottyan, Dalila Pinto, Stephen W. Scherer, Marta E. Alarcón-Riquelme, Elisa Docampo, Xavier Estivill, Ahmet Gül, British Society of Pediatric and Adolescent Rheumatology (BSPAR) Study Group, Childhood Arthritis Prospective Study (CAPS) Group, Randomized Placebo Phase Study of Rilonacept in sJIA (RAPPORT) Investigators, Sparks-Childhood Arthritis Response to Medication Study (CHARMS) Group, Biologically Based Outcome Predictors in JIA (BBOP) Group, Paul I. W. de Bakker, Soumya Raychaudhuri, Carl D. Langefeld, Susan Thompson, Eleftheria Zeggini, Wendy Thomson, Daniel L. Kastner, Patricia Woo, the International Childhood Arthritis Genetics (INCHARGE) Consortium",and variants of the MHC class II locus are strong risk factors for systemic juvenile idiopathic arthritis,2015,112,52,15970-15975,http://www.pnas.org/content/112/52/15970.abstract,nan,http://www.pnas.org/content/112/52/15970.full,http://www.pnas.org/content/112/52/15970.full.pdf,,yes,
Biological Sciences,Genetics,"Thomas C. Boothby, Jennifer R. Tenlen, Frank W. Smith, Jeremy R. Wang, Kiera A. Patanella, Erin Osborne Nishimura, Sophia C. Tintori, Qing Li, Corbin D. Jones, Mark Yandell, David N. Messina, Jarret Glasscock, Bob Goldstein",Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade,2015,112,52,15976-15981,http://www.pnas.org/content/112/52/15976.abstract,nan,http://www.pnas.org/content/112/52/15976.full,http://www.pnas.org/content/112/52/15976.full.pdf,,yes,
Biological Sciences,Genetics,"Gaganpreet K. Sidhu, Celestia Fang, Mischa A. Olson, Matthieu Falque, Olivier C. Martin, Wojciech P. Pawlowski",Recombination patterns in maize reveal limits to crossover homeostasis,2015,112,52,15982-15987,http://www.pnas.org/content/112/52/15982.abstract,nan,http://www.pnas.org/content/112/52/15982.full,http://www.pnas.org/content/112/52/15982.full.pdf,,yes,
