category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
Physical Sciences,Chemistry,"Suzanne M. Batiste, Jeffrey N. Johnston","Rapid synthesis of cyclic oligomeric depsipeptides with positional, stereochemical, and macrocycle size distribution control",2016,113,52,14893-14897,http://www.pnas.org/content/113/52/14893.abstract,nan,http://www.pnas.org/content/113/52/14893.full,http://www.pnas.org/content/113/52/14893.full.pdf,,yes,
Physical Sciences,Chemistry,"Nibedita Pal, Meiling Wu, H. Peter Lu",Probing conformational dynamics of an enzymatic active site by an in situ single fluorogenic probe under piconewton force manipulation,2016,113,52,15006-15011,http://www.pnas.org/content/113/52/15006.abstract,nan,http://www.pnas.org/content/113/52/15006.full,http://www.pnas.org/content/113/52/15006.full.pdf,,yes,
Physical Sciences,Computer Sciences,"Yu Lin, Jeffrey Yuan, Mikhail Kolmogorov, Max W. Shen, Mark Chaisson, Pavel A. Pevzner, Laurens R. Krol, Niels P. Birbaumer, Klaus Gramann",Assembly of long error-prone reads using de Bruijn graphs,2016,113,52,E8396-E8405,http://www.pnas.org/content/113/52/E8396.abstract,nan,http://www.pnas.org/content/113/52/E8396.full,http://www.pnas.org/content/113/52/E8396.full.pdf,,yes,
Physical Sciences,Computer Sciences,"Thorsten O. Zander, Laurens R. Krol, Niels P. Birbaumer, Klaus Gramann",Neuroadaptive technology enables implicit cursor control based on medial prefrontal cortex activity,2016,113,52,14898-14903,http://www.pnas.org/content/113/52/14898.abstract,nan,http://www.pnas.org/content/113/52/14898.full,http://www.pnas.org/content/113/52/14898.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Kang-Jun Huang, Fang-Zhen Teng, Bing Shen, Shuhai Xiao, Xianguo Lang, Hao-Ran Ma, Yong Fu, Yongbo Peng, Debra K. Weisenstein, John A. Dykema, Frank N. Keutsch",Episode of intense chemical weathering during the termination of the 635 Ma Marinoan glaciation,2016,113,52,14904-14909,http://www.pnas.org/content/113/52/14904.abstract,nan,http://www.pnas.org/content/113/52/14904.full,http://www.pnas.org/content/113/52/14904.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","David W. Keith, Debra K. Weisenstein, John A. Dykema, Frank N. Keutsch",Stratospheric solar geoengineering without ozone loss,2016,113,52,14910-14914,http://www.pnas.org/content/113/52/14910.abstract,nan,http://www.pnas.org/content/113/52/14910.full,http://www.pnas.org/content/113/52/14910.full.pdf,,yes,
Physical Sciences,Engineering,"Seung-min Park, Dawson J. Wong, Chin Chun Ooi, David M. Kurtz, Ophir Vermesh, Amin Aalipour, Susie Suh, Kelsey L. Pian, Jacob J. Chabon, Sang Hun Lee, Mehran Jamali, Carmen Say, Justin N. Carter, Luke P. Lee, Ware G. Kuschner, Erich J. Schwartz, Joseph B. Shrager, Joel W. Neal, Heather A. Wakelee, Maximilian Diehn, Viswam S. Nair, Shan X. Wang, Sanjiv S. Gambhir, Pamuditha N. Silva, Abdullah Muhammad Syed, Shrey Sindhwani, Jonathan V. Rocheleau, Warren C. W. Chan",Molecular profiling of single circulating tumor cells from lung cancer patients,2016,113,52,E8379-E8386,http://www.pnas.org/content/113/52/E8379.abstract,nan,http://www.pnas.org/content/113/52/E8379.full,http://www.pnas.org/content/113/52/E8379.full.pdf,,yes,
Physical Sciences,Engineering,"Yih Yang Chen, Pamuditha N. Silva, Abdullah Muhammad Syed, Shrey Sindhwani, Jonathan V. Rocheleau, Warren C. W. Chan",Clarifying intact 3D tissues on a microfluidic chip for high-throughput structural analysis,2016,113,52,14915-14920,http://www.pnas.org/content/113/52/14915.abstract,nan,http://www.pnas.org/content/113/52/14915.full,http://www.pnas.org/content/113/52/14915.full.pdf,,yes,
Physical Sciences,Environmental Sciences,"Martin P. Girardin, Olivier Bouriaud, Edward H. Hogg, Werner Kurz, Niklaus E. Zimmermann, Juha M. Metsaranta, Rogier de Jong, David C. Frank, Jan Esper, Ulf Büntgen, Xiao Jing Guo, Jagtar Bhatti",No growth stimulation of Canada’s boreal forest under half-century of combined warming and CO,2016,113,52,E8406-E8414,http://www.pnas.org/content/113/52/E8406.abstract,nan,http://www.pnas.org/content/113/52/E8406.full,http://www.pnas.org/content/113/52/E8406.full.pdf,,yes,
Physical Sciences,Physics,"Yuntao Xu, Nikolay G. Petrik, R. Scott Smith, Bruce D. Kay, Greg A. Kimmel, Lorenzo Dominici, Galbadrakh Dagvadorj, Dario Ballarini, Milena De Giorgi, Alberto Bramati, Giuseppe Gigli, Yuri G. Rubo, Marzena Hanna Szymańska, Daniele Sanvitto",Growth rate of crystalline ice and the diffusivity of supercooled water from 126 to 262 K,2016,113,52,14921-14925,http://www.pnas.org/content/113/52/14921.abstract,nan,http://www.pnas.org/content/113/52/14921.full,http://www.pnas.org/content/113/52/14921.full.pdf,,yes,
Physical Sciences,Physics,"Stefano Donati, Lorenzo Dominici, Galbadrakh Dagvadorj, Dario Ballarini, Milena De Giorgi, Alberto Bramati, Giuseppe Gigli, Yuri G. Rubo, Marzena Hanna Szymańska, Daniele Sanvitto",Twist of generalized skyrmions and spin vortices in a polariton superfluid,2016,113,52,14926-14931,http://www.pnas.org/content/113/52/14926.abstract,nan,http://www.pnas.org/content/113/52/14926.full,http://www.pnas.org/content/113/52/14926.full.pdf,,yes,
Physical Sciences,Sustainability Science,"Marc François Müller, Jim Yoon, Steven M. Gorelick, Nicolas Avisse, Amaury Tilmant",Impact of the Syrian refugee crisis on land use and transboundary freshwater resources,2016,113,52,14932-14937,http://www.pnas.org/content/113/52/14932.abstract,nan,http://www.pnas.org/content/113/52/14932.full,http://www.pnas.org/content/113/52/14932.full.pdf,,yes,
Social Sciences,Anthropology,"Doyle B. McKey, Mélisse Durécu, Marc Pouilly, Philippe Béarez, Alex Ovando, Mashuta Kalebe, Carl F. Huchzermeyer",Present-day African analogue of a pre-European Amazonian floodplain fishery shows convergence in cultural niche construction,2016,113,52,14938-14943,http://www.pnas.org/content/113/52/14938.abstract,nan,http://www.pnas.org/content/113/52/14938.full,http://www.pnas.org/content/113/52/14938.full.pdf,,yes,
Social Sciences,Economic Sciences,"Wei Ai, Roy Chen, Yan Chen, Qiaozhu Mei, Webb Phillips",Recommending teams promotes prosocial lending in online microfinance,2016,113,52,14944-14948,http://www.pnas.org/content/113/52/14944.abstract,nan,http://www.pnas.org/content/113/52/14944.full,http://www.pnas.org/content/113/52/14944.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Roland G. Benoit, Daniel J. Davies, Michael C. Anderson, Joris Lammers, Grigori Yourganov, Leonardo Bonilha, Alexandra Basilakos, Dirk-Bart Den Ouden, Christopher Rorden",Reducing future fears by suppressing the brain mechanisms underlying episodic simulation,2016,113,52,E8492-E8501,http://www.pnas.org/content/113/52/E8492.abstract,nan,http://www.pnas.org/content/113/52/E8492.full,http://www.pnas.org/content/113/52/E8492.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,Gary W. Evans,Childhood poverty and adult psychological well-being,2016,113,52,14949-14952,http://www.pnas.org/content/113/52/14949.abstract,nan,http://www.pnas.org/content/113/52/14949.full,http://www.pnas.org/content/113/52/14949.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Matthew Baldwin, Joris Lammers",Past-focused environmental comparisons promote proenvironmental outcomes for conservatives,2016,113,52,14953-14957,http://www.pnas.org/content/113/52/14953.abstract,nan,http://www.pnas.org/content/113/52/14953.full,http://www.pnas.org/content/113/52/14953.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Julius Fridriksson, Grigori Yourganov, Leonardo Bonilha, Alexandra Basilakos, Dirk-Bart Den Ouden, Christopher Rorden",Revealing the dual streams of speech processing,2016,113,52,15108-15113,http://www.pnas.org/content/113/52/15108.abstract,nan,http://www.pnas.org/content/113/52/15108.full,http://www.pnas.org/content/113/52/15108.full.pdf,,yes,
Social Sciences,Sustainability Science,"Glenn D. Wright, Krister P. Andersson, Clark C. Gibson, Tom P. Evans",Decentralization can help reduce deforestation when user groups engage with local government,2016,113,52,14958-14963,http://www.pnas.org/content/113/52/14958.abstract,nan,http://www.pnas.org/content/113/52/14958.full,http://www.pnas.org/content/113/52/14958.full.pdf,,yes,
Social Sciences,Sustainability Science,"Martin K. van Ittersum, Lenny G. J. van Bussel, Joost Wolf, Patricio Grassini, Justin van Wart, Nicolas Guilpart, Lieven Claessens, Hugo de Groot, Keith Wiebe, Daniel Mason-D’Croz, Haishun Yang, Hendrik Boogaard, Pepijn A. J. van Oort, Marloes P. van Loon, Kazuki Saito, Ochieng Adimo, Samuel Adjei-Nsiah, Alhassane Agali, Abdullahi Bala, Regis Chikowo, Kayuki Kaizzi, Mamoutou Kouressy, Joachim H. J. R. Makoi, Korodjouma Ouattara, Kindie Tesfaye, Kenneth G. Cassman",Can sub-Saharan Africa feed itself?,2016,113,52,14964-14969,http://www.pnas.org/content/113/52/14964.abstract,nan,http://www.pnas.org/content/113/52/14964.full,http://www.pnas.org/content/113/52/14964.full.pdf,,yes,
Biological Sciences,Applied Biological Sciences,"Dong Hyun Nam, Carlos Rodriguez, Albert G. Remacle, Alex Y. Strongin, Xin Ge",Active-site MMP-selective antibody inhibitors discovered from convex paratope synthetic libraries,2016,113,52,14970-14975,http://www.pnas.org/content/113/52/14970.abstract,nan,http://www.pnas.org/content/113/52/14970.full,http://www.pnas.org/content/113/52/14970.full.pdf,,yes,
Biological Sciences,Biochemistry,"Dario Saczko-Brack, Ewa Warchol, Benoit Rogez, Markus Kröss, Sarah M. Heissler, James R. Sellers, Christopher Batters, Claudia Veigel",Self-organization of actin networks by a monomeric myosin,2016,113,52,E8387-E8395,http://www.pnas.org/content/113/52/E8387.abstract,nan,http://www.pnas.org/content/113/52/E8387.full,http://www.pnas.org/content/113/52/E8387.full.pdf,,yes,
Biological Sciences,Biochemistry,"Jennifer E. Klomp, Vincent Huyot, Anne-Marie Ray, Kerrie B. Collins, Asrar B. Malik, Andrei V. Karginov",Mimicking transient activation of protein kinases in living cells,2016,113,52,14976-14981,http://www.pnas.org/content/113/52/14976.abstract,nan,http://www.pnas.org/content/113/52/14976.full,http://www.pnas.org/content/113/52/14976.full.pdf,,yes,
Biological Sciences,Biochemistry,"Ruth Cohen-Khait, Gideon Schreiber",Low-stringency selection of TEM1 for BLIP shows interface plasticity and selection for faster binders,2016,113,52,14982-14987,http://www.pnas.org/content/113/52/14982.abstract,nan,http://www.pnas.org/content/113/52/14982.full,http://www.pnas.org/content/113/52/14982.full.pdf,,yes,
Biological Sciences,Biochemistry,"Jason M. Wolfs, Thomas A. Hamilton, Jeremy T. Lant, Marcon Laforet, Jenny Zhang, Louisa M. Salemi, Gregory B. Gloor, Caroline Schild-Poulter, David R. Edgell",Biasing genome-editing events toward precise length deletions with an RNA-guided TevCas9 dual nuclease,2016,113,52,14988-14993,http://www.pnas.org/content/113/52/14988.abstract,nan,http://www.pnas.org/content/113/52/14988.full,http://www.pnas.org/content/113/52/14988.full.pdf,,yes,
Biological Sciences,Biochemistry,"Monali NandyMazumdar, Yuri Nedialkov, Dmitri Svetlov, Anastasia Sevostyanova, Georgiy A. Belogurov, Irina Artsimovitch",RNA polymerase gate loop guides the nontemplate DNA strand in transcription complexes,2016,113,52,14994-14999,http://www.pnas.org/content/113/52/14994.abstract,nan,http://www.pnas.org/content/113/52/14994.full,http://www.pnas.org/content/113/52/14994.full.pdf,,yes,
Biological Sciences,Biochemistry,"Hai Zheng, Po-Yi Ho, Meiling Jiang, Bin Tang, Weirong Liu, Dengjin Li, Xuefeng Yu, Nancy E. Kleckner, Ariel Amir, Chenli Liu",Interrogating the,2016,113,52,15000-15005,http://www.pnas.org/content/113/52/15000.abstract,nan,http://www.pnas.org/content/113/52/15000.full,http://www.pnas.org/content/113/52/15000.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Jeremy H. Mills, William Sheffler, Maraia E. Ener, Patrick J. Almhjell, Gustav Oberdorfer, José Henrique Pereira, Fabio Parmeggiani, Banumathi Sankaran, Peter H. Zwart, David Baker",Computational design of a homotrimeric metalloprotein with a trisbipyridyl core,2016,113,52,15012-15017,http://www.pnas.org/content/113/52/15012.abstract,nan,http://www.pnas.org/content/113/52/15012.full,http://www.pnas.org/content/113/52/15012.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Juan Rodriguez-Rivas, Simone Marsili, David Juan, Alfonso Valencia",Conservation of coevolving protein interfaces bridges prokaryote–eukaryote homologies in the twilight zone,2016,113,52,15018-15023,http://www.pnas.org/content/113/52/15018.abstract,nan,http://www.pnas.org/content/113/52/15018.full,http://www.pnas.org/content/113/52/15018.full.pdf,,yes,
Biological Sciences,Cell Biology,"Michael I. Carr, Justine E. Roderick, Hong Zhang, Bruce A. Woda, Michelle A. Kelliher, Stephen N. Jones",Phosphorylation of the Mdm2 oncoprotein by the c-Abl tyrosine kinase regulates p53 tumor suppression and the radiosensitivity of mice,2016,113,52,15024-15029,http://www.pnas.org/content/113/52/15024.abstract,nan,http://www.pnas.org/content/113/52/15024.full,http://www.pnas.org/content/113/52/15024.full.pdf,,yes,
Biological Sciences,Ecology,"Anne Maria Eikeset, Erin S. Dunlop, Mikko Heino, Geir Storvik, Nils C. Stenseth, Ulf Dieckmann",Roles of density-dependent growth and life history evolution in accounting for fisheries-induced trait changes,2016,113,52,15030-15035,http://www.pnas.org/content/113/52/15030.abstract,nan,http://www.pnas.org/content/113/52/15030.full,http://www.pnas.org/content/113/52/15030.full.pdf,,yes,
Biological Sciences,Evolution,"Sébastien Leclercq, Julien Thézé, Mohamed Amine Chebbi, Isabelle Giraud, Bouziane Moumen, Lise Ernenwein, Pierre Grève, Clément Gilbert, Richard Cordaux, Tomoko Mizuhara, Masataka Arata, Masakazu Shimada, Teruyuki Niimi, Kensuke Okada, Yasukazu Okada, Kunihiro Ohta",Birth of a W sex chromosome by horizontal transfer of,2016,113,52,15036-15041,http://www.pnas.org/content/113/52/15036.abstract,nan,http://www.pnas.org/content/113/52/15036.full,http://www.pnas.org/content/113/52/15036.full.pdf,,yes,
Biological Sciences,Evolution,"Takane Ozawa, Tomoko Mizuhara, Masataka Arata, Masakazu Shimada, Teruyuki Niimi, Kensuke Okada, Yasukazu Okada, Kunihiro Ohta",Histone deacetylases control module-specific phenotypic plasticity in beetle weapons,2016,113,52,15042-15047,http://www.pnas.org/content/113/52/15042.abstract,nan,http://www.pnas.org/content/113/52/15042.full,http://www.pnas.org/content/113/52/15042.full.pdf,,yes,
Biological Sciences,Genetics,"Andrew D. Klocko, Tereza Ormsby, Jonathan M. Galazka, Neena A. Leggett, Miki Uesaka, Shinji Honda, Michael Freitag, Eric U. Selker, Rachel L. Kember, Christopher D. Brown, Maja Bućan, Daniel Solis-Escalante, Marijke A. H. Luttik, Markus M. M. Bisschops, Francine J. Boonekamp, Marcel van den Broek, Jack T. Pronk, Jean-Marc Daran, Pascale Daran-Lapujade, Asbjørn Lunnan, Nils Hülter, Tobias Mourier, Lasse Vinner, Cheryl P. Andam, Pekka Marttinen, Helena Fridholm, Anders Johannes Hansen, William P. Hanage, Kaare Magne Nielsen, Eske Willerslev, Pål Jarle Johnsen",Normal chromosome conformation depends on subtelomeric facultative heterochromatin in,2016,113,52,15048-15053,http://www.pnas.org/content/113/52/15048.abstract,nan,http://www.pnas.org/content/113/52/15048.full,http://www.pnas.org/content/113/52/15048.full.pdf,,yes,
Biological Sciences,Genetics,"Xiao Ji, Rachel L. Kember, Christopher D. Brown, Maja Bućan",Increased burden of deleterious variants in essential genes in autism spectrum disorder,2016,113,52,15054-15059,http://www.pnas.org/content/113/52/15054.abstract,nan,http://www.pnas.org/content/113/52/15054.full,http://www.pnas.org/content/113/52/15054.full.pdf,,yes,
Biological Sciences,Genetics,"Niels G. A. Kuijpers, Daniel Solis-Escalante, Marijke A. H. Luttik, Markus M. M. Bisschops, Francine J. Boonekamp, Marcel van den Broek, Jack T. Pronk, Jean-Marc Daran, Pascale Daran-Lapujade",Pathway swapping: Toward modular engineering of essential cellular processes,2016,113,52,15060-15065,http://www.pnas.org/content/113/52/15060.abstract,nan,http://www.pnas.org/content/113/52/15060.full,http://www.pnas.org/content/113/52/15060.full.pdf,,yes,
Biological Sciences,Genetics,"Klaus Harms, Asbjørn Lunnan, Nils Hülter, Tobias Mourier, Lasse Vinner, Cheryl P. Andam, Pekka Marttinen, Helena Fridholm, Anders Johannes Hansen, William P. Hanage, Kaare Magne Nielsen, Eske Willerslev, Pål Jarle Johnsen",Substitutions of short heterologous DNA segments of intragenomic or extragenomic origins produce clustered genomic polymorphisms,2016,113,52,15066-15071,http://www.pnas.org/content/113/52/15066.abstract,nan,http://www.pnas.org/content/113/52/15066.full,http://www.pnas.org/content/113/52/15066.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Suchita Nadkarni, Joanne Smith, Amanda N. Sferruzzi-Perri, Agata Ledwozyw, Madhav Kishore, Robert Haas, Claudio Mauro, David J. Williams, Sandra H. P. Farsky, Federica M. Marelli-Berg, Mauro Perretti, Hao Fan, Mayuko Uehara, Albana B. Mihali, Pradeep K. Singh, Ahmed T. Kurdi, Zhabiz Solhjou, Leonardo V. Riella, Irene Ghobrial, Teresina Laragione, Sujit Routray, Jean Pierre Assaker, Rong Wang, George Sukenick, Lei Shi, Franck J. Barrat, Carl F. Nathan, Gang Lin, Jamil Azzi, Jack L. Strominger, Tamara Tilburgs, Tong-You Wade Wei, Shuai Li, Shen-Chih Wang, Ming He, Marcy Martin, Jiao Zhang, Tzu-Pin Shentu, Han Xiao, Jian Kang, Kuei-Chun Wang, Zhen Chen, Shu Chien, Ming-Daw Tsai, John Y.-J. Shyy",Neutrophils induce proangiogenic T cells with a regulatory phenotype in pregnancy,2016,113,52,E8415-E8424,http://www.pnas.org/content/113/52/E8415.abstract,nan,http://www.pnas.org/content/113/52/E8415.full,http://www.pnas.org/content/113/52/E8415.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Esilida Sula Karreci, Hao Fan, Mayuko Uehara, Albana B. Mihali, Pradeep K. Singh, Ahmed T. Kurdi, Zhabiz Solhjou, Leonardo V. Riella, Irene Ghobrial, Teresina Laragione, Sujit Routray, Jean Pierre Assaker, Rong Wang, George Sukenick, Lei Shi, Franck J. Barrat, Carl F. Nathan, Gang Lin, Jamil Azzi",Brief treatment with a highly selective immunoproteasome inhibitor promotes long-term cardiac allograft acceptance in mice,2016,113,52,E8425-E8432,http://www.pnas.org/content/113/52/E8425.abstract,nan,http://www.pnas.org/content/113/52/E8425.full,http://www.pnas.org/content/113/52/E8425.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Ângela C. Crespo, Jack L. Strominger, Tamara Tilburgs",Expression of KIR2DS1 by decidual natural killer cells increases their ability to control placental HCMV infection,2016,113,52,15072-15077,http://www.pnas.org/content/113/52/15072.abstract,nan,http://www.pnas.org/content/113/52/15072.full,http://www.pnas.org/content/113/52/15072.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Ting-Yang Lin, Tong-You Wade Wei, Shuai Li, Shen-Chih Wang, Ming He, Marcy Martin, Jiao Zhang, Tzu-Pin Shentu, Han Xiao, Jian Kang, Kuei-Chun Wang, Zhen Chen, Shu Chien, Ming-Daw Tsai, John Y.-J. Shyy",TIFA as a crucial mediator for NLRP3 inflammasome,2016,113,52,15078-15083,http://www.pnas.org/content/113/52/15078.abstract,nan,http://www.pnas.org/content/113/52/15078.full,http://www.pnas.org/content/113/52/15078.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Fotini Vogiatzi, Dominique T. Brandt, Jean Schneikert, Jeannette Fuchs, Katharina Grikscheit, Michael Wanzel, Evangelos Pavlakis, Joël P. Charles, Oleg Timofeev, Andrea Nist, Marco Mernberger, Eva J. Kantelhardt, Udo Siebolts, Frank Bartel, Ralf Jacob, Ariane Rath, Roland Moll, Robert Grosse, Thorsten Stiewe",Mutant p53 promotes tumor progression and metastasis by the endoplasmic reticulum UDPase ENTPD5,2016,113,52,E8433-E8442,http://www.pnas.org/content/113/52/E8433.abstract,nan,http://www.pnas.org/content/113/52/E8433.full,http://www.pnas.org/content/113/52/E8433.full.pdf,,yes,
Biological Sciences,Medical Sciences,"François Lemonnier, Rob A. Cairns, Satoshi Inoue, Wanda Y. Li, Aurélie Dupuy, Sophie Broutin, Nadine Martin, Virginie Fataccioli, Romain Pelletier, Andrew Wakeham, Bryan E. Snow, Laurence de Leval, Anais Pujals, Corinne Haioun, Angelo Paci, Erica R. Tobin, Rohini Narayanaswamy, Katherine Yen, Shengfang Jin, Philippe Gaulard, Tak W. Mak",The IDH2 R172K mutation associated with angioimmunoblastic T-cell lymphoma produces 2HG in T cells and impacts lymphoid development,2016,113,52,15084-15089,http://www.pnas.org/content/113/52/15084.abstract,nan,http://www.pnas.org/content/113/52/15084.full,http://www.pnas.org/content/113/52/15084.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Michael P. Phelps, Jenna N. Bailey, Terra Vleeshouwer-Neumann, Eleanor Y. Chen",CRISPR screen identifies the NCOR/HDAC3 complex as a major suppressor of differentiation in rhabdomyosarcoma,2016,113,52,15090-15095,http://www.pnas.org/content/113/52/15090.abstract,nan,http://www.pnas.org/content/113/52/15090.full,http://www.pnas.org/content/113/52/15090.full.pdf,,yes,
Biological Sciences,Microbiology,"Aaron R. Gall, Kirill A. Datsenko, Nara Figueroa-Bossi, Lionello Bossi, Isao Masuda, Ya-Ming Hou, Laszlo N. Csonka, Maria L. Gaspar, Stephen J. Mondo, Kurt M. LaButti, Laura Sandor, Igor V. Grigoriev, Susan A. Henry, Teresa E. Pawlowska",Mg,2016,113,52,15096-15101,http://www.pnas.org/content/113/52/15096.abstract,nan,http://www.pnas.org/content/113/52/15096.full,http://www.pnas.org/content/113/52/15096.full.pdf,,yes,
Biological Sciences,Microbiology,"Olga A. Lastovetsky, Maria L. Gaspar, Stephen J. Mondo, Kurt M. LaButti, Laura Sandor, Igor V. Grigoriev, Susan A. Henry, Teresa E. Pawlowska",Lipid metabolic changes in an early divergent fungus govern the establishment of a mutualistic symbiosis with endobacteria,2016,113,52,15102-15107,http://www.pnas.org/content/113/52/15102.abstract,nan,http://www.pnas.org/content/113/52/15102.full,http://www.pnas.org/content/113/52/15102.full.pdf,,yes,
Biological Sciences,Neuroscience,"Erik T. Dustrude, Aubin Moutal, Xiaofang Yang, Yuying Wang, May Khanna, Rajesh Khanna, Shira Rosenzweig, Irene L. Llorente, David J. DiTullio, Michal Machnicki, Harry V. Vinters, Lief A. Havton, Roman J. Giger, Jason D. Hinman, S. Thomas Carmichael, Mohammed A. Shaik, Mariel G. Kozberg, Sharon H. Kim, Jacob P. Portes, Dmitriy Timerman, Elizabeth M. C. Hillman, Joelle Rüegg, Josée Prud’homme, Tomas J. Ekström, Miklos Palkovits, Gustavo Turecki, Gyorgy Bagdy, Robert Ihnatko, Elvar Theodorsson, Gabriella Juhasz, Rochellys Diaz-Heijtz, Naguib Mechawar, Tomas G. M. Hökfelt, Eric I. Lin, Xiaobing Chen, Sarah E. Antinone, Ryan Mastro, Renaldo Drisdel, Thomas S. Reese, William N. Green, Laurens R. Krol, Niels P. Birbaumer, Klaus Gramann, Grigori Yourganov, Leonardo Bonilha, Alexandra Basilakos, Dirk-Bart Den Ouden, Christopher Rorden, Dennis Y. Wu, Michael E. Greenberg, Harrison W. Gabel, Elizabeth H. Jensen, Jessica E. Rexach, Harry V. Vinters, Linda C. Hsieh-Wilson",Hierarchical CRMP2 posttranslational modifications control NaV1.7 function,2016,113,52,E8443-E8452,http://www.pnas.org/content/113/52/E8443.abstract,nan,http://www.pnas.org/content/113/52/E8443.full,http://www.pnas.org/content/113/52/E8443.full.pdf,,yes,
Biological Sciences,Neuroscience,"Elif G. Sozmen, Shira Rosenzweig, Irene L. Llorente, David J. DiTullio, Michal Machnicki, Harry V. Vinters, Lief A. Havton, Roman J. Giger, Jason D. Hinman, S. Thomas Carmichael",Nogo receptor blockade overcomes remyelination failure after white matter stroke and stimulates functional recovery in aged mice,2016,113,52,E8453-E8462,http://www.pnas.org/content/113/52/E8453.abstract,nan,http://www.pnas.org/content/113/52/E8453.full,http://www.pnas.org/content/113/52/E8453.full.pdf,,yes,
