category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf,abstract_local_path,local_fullpdf_path,category_fullpdf,category_abstract_1_major,category_abstract_1_minor,category_abstract_2_major,category_abstract_2_minor,category_merged,keywords,warning
Physical Sciences,Chemistry,"Cortnie S. Vogelsberg, Fernando J. Uribe-Romo, Andrew S. Lipton, Song Yang, K. N. Houk, Stuart Brown, Miguel A. Garcia-Garibay",Ultrafast rotation in an amphidynamic crystalline metal organic framework,2017,114,52,13613-13618,http://www.pnas.org/content/114/52/13613.abstract,nan,http://www.pnas.org/content/114/52/13613.full,http://www.pnas.org/content/114/52/13613.full.pdf,nan,yes,nan,2017/13613.abstract.txt,,,,,,,Chemistry,"metal-organicframeworks
","FILE : OK: .abstract.txt ,"
Physical Sciences,Chemistry,"Tung-Han Yang, Shan Zhou, Kyle D. Gilroy, Legna Figueroa-Cosme, Yi-Hsien Lee, Jenn-Ming Wu, Younan Xia",Autocatalytic surface reduction and its role in controlling seed-mediated growth of colloidal metal nanocrystals,2017,114,52,13619-13624,http://www.pnas.org/content/114/52/13619.abstract,nan,http://www.pnas.org/content/114/52/13619.full,http://www.pnas.org/content/114/52/13619.full.pdf,nan,yes,nan,2017/13619.abstract.txt,,,,,,,Chemistry,"metalnanocrystals
","FILE : OK: .abstract.txt ,"
Physical Sciences,Chemistry,"Sung Jin Pai, Sang Soo Han",S,2017,114,52,13625-13630,http://www.pnas.org/content/114/52/13625.abstract,nan,http://www.pnas.org/content/114/52/13625.full,http://www.pnas.org/content/114/52/13625.full.pdf,nan,yes,nan,2017/13625.abstract.txt,,,,,,,Chemistry,"SE2reaction
","FILE : OK: .abstract.txt ,"
Physical Sciences,Chemistry,"Rongfeng Zhu, Yanqun Song, Haiping Liu, Yufei Yang, Shenlin Wang, Chengqi Yi, Peng R. Chen",Allosteric histidine switch for regulation of intracellular zinc(II) fluctuation,2017,114,52,13661-13666,http://www.pnas.org/content/114/52/13661.abstract,nan,http://www.pnas.org/content/114/52/13661.full,http://www.pnas.org/content/114/52/13661.full.pdf,nan,yes,nan,2017/13661.abstract.txt,,,,,,,Chemistry,"histidineswitch
","FILE : OK: .abstract.txt ,"
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","William H. Schlesinger, Emily M. Klein, Avner Vengosh",Global biogeochemical cycle of vanadium,2017,114,52,E11092-E11100,http://www.pnas.org/content/114/52/E11092.abstract,nan,http://www.pnas.org/content/114/52/E11092.full,http://www.pnas.org/content/114/52/E11092.full.pdf,nan,yes,nan,2017/E11092.abstract.txt,,,,,,,"Earth, Atmospheric, and Planetary Sciences","vanadium
","FILE : OK: .abstract.txt ,"
Physical Sciences,Engineering,"Penghui Cao, Michael P. Short, Sidney Yip, Wei Wei, Lidia Robert, Min Xue, Jennifer Tsoi, Angel Garcia-Diaz, Blanca Homet Moreno, Jungwoo Kim, Rachel H. Ng, Jihoon W. Lee, Richard C. Koya, Begonya Comin-Anduix, Thomas G. Graeber, Antoni Ribas, James R. Heath",Understanding the mechanisms of amorphous creep through molecular simulation,2017,114,52,13631-13636,http://www.pnas.org/content/114/52/13631.abstract,nan,http://www.pnas.org/content/114/52/13631.full,http://www.pnas.org/content/114/52/13631.full.pdf,nan,yes,nan,2017/13631.abstract.txt,,,,,,,Engineering,"creep
","FILE : OK: .abstract.txt ,"
Physical Sciences,Engineering,"Yapeng Su, Wei Wei, Lidia Robert, Min Xue, Jennifer Tsoi, Angel Garcia-Diaz, Blanca Homet Moreno, Jungwoo Kim, Rachel H. Ng, Jihoon W. Lee, Richard C. Koya, Begonya Comin-Anduix, Thomas G. Graeber, Antoni Ribas, James R. Heath",Single-cell analysis resolves the cell state transition and signaling dynamics associated with melanoma drug-induced resistance,2017,114,52,13679-13684,http://www.pnas.org/content/114/52/13679.abstract,nan,http://www.pnas.org/content/114/52/13679.full,http://www.pnas.org/content/114/52/13679.full.pdf,nan,yes,nan,2017/13679.abstract.txt,,,,,,,Engineering,"single-cellanalysis
","FILE : OK: .abstract.txt ,"
Physical Sciences,Environmental Sciences,"Bin Liu, Ningyuan Wang, Minghui Chen, Xiaohong Wu, Duowen Mo, Jianguo Liu, Shijin Xu, Yijie Zhuang","Earliest hydraulic enterprise in China, 5,100 years ago",2017,114,52,13637-13642,http://www.pnas.org/content/114/52/13637.abstract,nan,http://www.pnas.org/content/114/52/13637.full,http://www.pnas.org/content/114/52/13637.full.pdf,nan,yes,nan,2017/13637.abstract.txt,,,,,,,Environmental Sciences,"hydraulicsystem
","FILE : OK: .abstract.txt ,"
Social Sciences,Anthropology,"Rahul C. Oka, Marc Kissel, Mark Golitko, Susan Guise Sheridan, Nam C. Kim, Agustín Fuentes, Ningyuan Wang, Minghui Chen, Xiaohong Wu, Duowen Mo, Jianguo Liu, Shijin Xu, Yijie Zhuang",Population is the main driver of war group size and conflict casualties,2017,114,52,E11101-E11110,http://www.pnas.org/content/114/52/E11101.abstract,nan,http://www.pnas.org/content/114/52/E11101.full,http://www.pnas.org/content/114/52/E11101.full.pdf,nan,yes,nan,2017/E11101.abstract.txt,,,,,,,Anthropology,"populationscaling
","FILE : OK: .abstract.txt ,"
Social Sciences,Psychological and Cognitive Sciences,"Julian J. Zlatev, David P. Daniels, Hajin Kim, Margaret A. Neale",Default neglect in attempts at social influence,2017,114,52,13643-13648,http://www.pnas.org/content/114/52/13643.abstract,nan,http://www.pnas.org/content/114/52/13643.full,http://www.pnas.org/content/114/52/13643.full.pdf,nan,yes,nan,2017/13643.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"decisionmaking
","FILE : OK: .abstract.txt ,"
Biological Sciences,Anthropology,"Nicolas Andre Stewart, Raquel Fernanda Gerlach, Rebecca L. Gowland, Kurt J. Gron, Janet Montgomery",Sex determination of human remains from peptides in tooth enamel,2017,114,52,13649-13654,http://www.pnas.org/content/114/52/13649.abstract,nan,http://www.pnas.org/content/114/52/13649.full,http://www.pnas.org/content/114/52/13649.full.pdf,nan,yes,nan,2017/13649.abstract.txt,,,,,,,Anthropology,"sexdetermination
","FILE : OK: .abstract.txt ,"
Biological Sciences,Applied Biological Sciences,"Ming-Tao Zhao, Haodong Chen, Qing Liu, Ning-Yi Shao, Nazish Sayed, Hung-Ta Wo, Joe Z. Zhang, Sang-Ging Ong, Chun Liu, Youngkyun Kim, Huaxiao Yang, Tony Chour, Hong Ma, Nuria Marti Gutierrez, Ioannis Karakikes, Shoukhrat Mitalipov, Michael P. Snyder, Joseph C. Wu, Alaa Talhami, Samarasimhareddy Mamidi, Alexei Shir, Maya Zigler, Salim Joubran, Anna Sagalov, Efrat Flashner-Abramson, Nufar Edinger, Shoshana Klein, Alexander Levitzki",Molecular and functional resemblance of differentiated cells derived from isogenic human iPSCs and SCNT-derived ESCs,2017,114,52,E11111-E11120,http://www.pnas.org/content/114/52/E11111.abstract,nan,http://www.pnas.org/content/114/52/E11111.full,http://www.pnas.org/content/114/52/E11111.full.pdf,nan,yes,nan,2017/E11111.abstract.txt,,,,,,,Applied Biological Sciences,"somaticcellnucleartransfer
","FILE : OK: .abstract.txt ,"
Biological Sciences,Applied Biological Sciences,"Yael Langut, Alaa Talhami, Samarasimhareddy Mamidi, Alexei Shir, Maya Zigler, Salim Joubran, Anna Sagalov, Efrat Flashner-Abramson, Nufar Edinger, Shoshana Klein, Alexander Levitzki",PSMA-targeted polyinosine/polycytosine vector induces prostate tumor regression and invokes an antitumor immune response in mice,2017,114,52,13655-13660,http://www.pnas.org/content/114/52/13655.abstract,nan,http://www.pnas.org/content/114/52/13655.full,http://www.pnas.org/content/114/52/13655.full.pdf,nan,yes,nan,2017/13655.abstract.txt,,,,,,,Applied Biological Sciences,"prostatecancer
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Gregory C. A. Amos, Takayoshi Awakawa, Robert N. Tuttle, Anne-Catrin Letzel, Min Cheol Kim, Yuta Kudo, William Fenical, Bradley S. Moore, Paul R. Jensen, Zhengren Xu, Zhikai Guo, Hindra, Ming Ma, Dong Yang, Hao Zhou, Yannick Gansemans, Xiangcheng Zhu, Yong Huang, Li-Xing Zhao, Yi Jiang, Jinhua Cheng, Filip Van Nieuwerburgh, Joo-Won Suh, Yanwen Duan, Ben Shen, Lila Neahring, Yunxiao Zhang, Kelsey J. Roberts, Philip A. Beachy, Yanqun Song, Haiping Liu, Yufei Yang, Shenlin Wang, Chengqi Yi, Peng R. Chen, Brandon C. Knott, Nitin T. Supekar, Asif Shajahan, Parastoo Azadi, Peng Zhao, Lance Wells, Jeffrey G. Linger, Sarah E. Hobdey, Todd A. Vander Wall, Todd Shollenberger, John M. Yarbrough, Zhongping Tan, Michael F. Crowley, Michael E. Himmel, Stephen R. Decker, Gregg T. Beckham, Larry E. Taylor, Nora Vázquez-Laslop, Alexander S. Mankin",Comparative transcriptomics as a guide to natural product discovery and biosynthetic gene cluster functionality,2017,114,52,E11121-E11130,http://www.pnas.org/content/114/52/E11121.abstract,nan,http://www.pnas.org/content/114/52/E11121.full,http://www.pnas.org/content/114/52/E11121.full.pdf,nan,yes,nan,2017/E11121.abstract.txt,,,,,,,Biochemistry,"Salinispora
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Guohui Pan, Zhengren Xu, Zhikai Guo, Hindra, Ming Ma, Dong Yang, Hao Zhou, Yannick Gansemans, Xiangcheng Zhu, Yong Huang, Li-Xing Zhao, Yi Jiang, Jinhua Cheng, Filip Van Nieuwerburgh, Joo-Won Suh, Yanwen Duan, Ben Shen",Discovery of the leinamycin family of natural products by mining actinobacterial genomes,2017,114,52,E11131-E11140,http://www.pnas.org/content/114/52/E11131.abstract,nan,http://www.pnas.org/content/114/52/E11131.full,http://www.pnas.org/content/114/52/E11131.full.pdf,nan,yes,nan,2017/E11131.abstract.txt,,,,,,,Biochemistry,"combinatorialbiosynthesis
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Benjamin R. Myers, Lila Neahring, Yunxiao Zhang, Kelsey J. Roberts, Philip A. Beachy","Rapid, direct activity assays for Smoothened reveal Hedgehog pathway regulation by membrane cholesterol and extracellular sodium",2017,114,52,E11141-E11150,http://www.pnas.org/content/114/52/E11141.abstract,nan,http://www.pnas.org/content/114/52/E11141.full,http://www.pnas.org/content/114/52/E11141.full.pdf,nan,yes,nan,2017/E11141.abstract.txt,,,,,,,Biochemistry,"Hedgehog
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Antonella Amore, Brandon C. Knott, Nitin T. Supekar, Asif Shajahan, Parastoo Azadi, Peng Zhao, Lance Wells, Jeffrey G. Linger, Sarah E. Hobdey, Todd A. Vander Wall, Todd Shollenberger, John M. Yarbrough, Zhongping Tan, Michael F. Crowley, Michael E. Himmel, Stephen R. Decker, Gregg T. Beckham, Larry E. Taylor",Distinct roles of N- and O-glycans in cellulase activity and stability,2017,114,52,13667-13672,http://www.pnas.org/content/114/52/13667.abstract,nan,http://www.pnas.org/content/114/52/13667.full,http://www.pnas.org/content/114/52/13667.full.pdf,nan,yes,nan,2017/13667.abstract.txt,,,,,,,Biochemistry,"glycosidehydrolase
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Maxim S. Svetlov, Nora Vázquez-Laslop, Alexander S. Mankin",Kinetics of drug–ribosome interactions defines the cidality of macrolide antibiotics,2017,114,52,13673-13678,http://www.pnas.org/content/114/52/13673.abstract,nan,http://www.pnas.org/content/114/52/13673.full,http://www.pnas.org/content/114/52/13673.full.pdf,nan,yes,nan,2017/13673.abstract.txt,,,,,,,Biochemistry,"translation
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Miguel Romano-Moreno, Adriana L. Rojas, Chad D. Williamson, David C. Gershlick, María Lucas, Michail N. Isupov, Juan S. Bonifacino, Matthias P. Machner, Aitor Hierro, Wei Wei, Lidia Robert, Min Xue, Jennifer Tsoi, Angel Garcia-Diaz, Blanca Homet Moreno, Jungwoo Kim, Rachel H. Ng, Jihoon W. Lee, Richard C. Koya, Begonya Comin-Anduix, Thomas G. Graeber, Antoni Ribas, James R. Heath, Fabian Dey, Donald Petrey, Barry Honig, Joseph D. Puglisi, Claude J. Rogers, Gregory M. Miller, Ravinder Abrol, Linda C. Hsieh-Wilson, William A. Goddard, Thomas Klose, Akane Urakami, S. Saif Hasan, Wataru Akahata, Michael G. Rossmann, Aaron P. Roznowski, Joshua M. Tokuda, Thomas Klose, Alexander Mauney, Lois Pollack, Bentley A. Fane, Michael G. Rossmann, Saradha Venkatachalapathy, Mallika Nagarajan, G. V. Shivashankar, Caroline Uhler",Molecular mechanism for the subversion of the retromer coat by the,2017,114,52,E11151-E11160,http://www.pnas.org/content/114/52/E11151.abstract,nan,http://www.pnas.org/content/114/52/E11151.full,http://www.pnas.org/content/114/52/E11151.full.pdf,nan,yes,nan,2017/E11151.abstract.txt,,,,,,,Biophysics and Computational Biology,"pathogenicbacteria
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Howook Hwang, Fabian Dey, Donald Petrey, Barry Honig",Structure-based prediction of ligand–protein interactions on a genome-wide scale,2017,114,52,13685-13690,http://www.pnas.org/content/114/52/13685.abstract,nan,http://www.pnas.org/content/114/52/13685.full,http://www.pnas.org/content/114/52/13685.full.pdf,nan,yes,nan,2017/13685.abstract.txt,,,,,,,Biophysics and Computational Biology,"protein–ligandinteractions
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Junhong Choi, Joseph D. Puglisi",Three tRNAs on the ribosome slow translation elongation,2017,114,52,13691-13696,http://www.pnas.org/content/114/52/13691.abstract,nan,http://www.pnas.org/content/114/52/13691.full,http://www.pnas.org/content/114/52/13691.full.pdf,nan,yes,nan,2017/13691.abstract.txt,,,,,,,Biophysics and Computational Biology,"ribosome
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Adam R. Griffith, Claude J. Rogers, Gregory M. Miller, Ravinder Abrol, Linda C. Hsieh-Wilson, William A. Goddard",Predicting glycosaminoglycan surface protein interactions and implications for studying axonal growth,2017,114,52,13697-13702,http://www.pnas.org/content/114/52/13697.abstract,nan,http://www.pnas.org/content/114/52/13697.full,http://www.pnas.org/content/114/52/13697.full.pdf,nan,yes,nan,2017/13697.abstract.txt,,,,,,,Biophysics and Computational Biology,"docking
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Moh Lan Yap, Thomas Klose, Akane Urakami, S. Saif Hasan, Wataru Akahata, Michael G. Rossmann",Structural studies of Chikungunya virus maturation,2017,114,52,13703-13707,http://www.pnas.org/content/114/52/13703.abstract,nan,http://www.pnas.org/content/114/52/13703.full,http://www.pnas.org/content/114/52/13703.full.pdf,nan,yes,nan,2017/13703.abstract.txt,,,,,,,Biophysics and Computational Biology,"alphavirus
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Yingyuan Sun, Aaron P. Roznowski, Joshua M. Tokuda, Thomas Klose, Alexander Mauney, Lois Pollack, Bentley A. Fane, Michael G. Rossmann",Structural changes of tailless bacteriophage ΦX174 during penetration of bacterial cell walls,2017,114,52,13708-13713,http://www.pnas.org/content/114/52/13708.abstract,nan,http://www.pnas.org/content/114/52/13708.full,http://www.pnas.org/content/114/52/13708.full.pdf,nan,yes,nan,2017/13708.abstract.txt,,,,,,,Biophysics and Computational Biology,"bacteriophage
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Anastasiya Belyaeva, Saradha Venkatachalapathy, Mallika Nagarajan, G. V. Shivashankar, Caroline Uhler",Network analysis identifies chromosome intermingling regions as regulatory hotspots for transcription,2017,114,52,13714-13719,http://www.pnas.org/content/114/52/13714.abstract,nan,http://www.pnas.org/content/114/52/13714.full,http://www.pnas.org/content/114/52/13714.full.pdf,nan,yes,nan,2017/13714.abstract.txt,,,,,,,Biophysics and Computational Biology,"chromosomeintermingling
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Mu He, Wenlei Ye, Won-Jing Wang, Eirish S. Sison, Yuh Nung Jan, Lily Yeh Jan, Basile Tarchini, A. J. Hudspeth, Yixiao Zhang, Michael S. Oh, Curtis M. Schauder, Xiaoling Yu, Jeremy M. Baskin, Kerry Dobbs, Luigi D. Notarangelo, Pietro De Camilli, Thomas Walz, Karin M. Reinisch, Miroslava Schaffer, Florian Beck, Shyamal Mosalaganti, Shoh Asano, Henry F. Thomas, Jürgen M. Plitzko, Martin Beck, Wolfgang Baumeister, Benjamin D. Engel, Jia Liu, Xin Jin, Dapeng Zhang, Dongxue Li, Fengqi Hao, Yunpeng Feng, Shan Gu, Fanlin Meng, Miaomiao Tian, Yi Zheng, Ling Xin, Xinbo Zhang, Xue Han, L. Aravind, Min Wei, Yan Y. Yip, Daynea J. Wallock-Richards, Karin Pfisterer, Anneri Sanger, Weronika Ficek, Roberto A. Steiner, Andrew J. Beavil, Maddy Parsons, Mark P. Dodding",Cytoplasmic Cl,2017,114,52,E11161-E11169,http://www.pnas.org/content/114/52/E11161.abstract,nan,http://www.pnas.org/content/114/52/E11161.full,http://www.pnas.org/content/114/52/E11161.full.pdf,nan,yes,nan,2017/E11161.abstract.txt,,,,,,,Cell Biology,"calcium-activatedchloridechannel
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Kimberly Siletti, Basile Tarchini, A. J. Hudspeth",Daple coordinates organ-wide and cell-intrinsic polarity to pattern inner-ear hair bundles,2017,114,52,E11170-E11179,http://www.pnas.org/content/114/52/E11170.abstract,nan,http://www.pnas.org/content/114/52/E11170.full,http://www.pnas.org/content/114/52/E11170.full.pdf,nan,yes,nan,2017/E11170.abstract.txt,,,,,,,Cell Biology,"auditorysystem
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Joshua A. Lees, Yixiao Zhang, Michael S. Oh, Curtis M. Schauder, Xiaoling Yu, Jeremy M. Baskin, Kerry Dobbs, Luigi D. Notarangelo, Pietro De Camilli, Thomas Walz, Karin M. Reinisch",Architecture of the human PI4KIIIα lipid kinase complex,2017,114,52,13720-13725,http://www.pnas.org/content/114/52/13720.abstract,nan,http://www.pnas.org/content/114/52/13720.full,http://www.pnas.org/content/114/52/13720.full.pdf,nan,yes,nan,2017/13720.abstract.txt,,,,,,,Cell Biology,"signaling
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Sahradha Albert, Miroslava Schaffer, Florian Beck, Shyamal Mosalaganti, Shoh Asano, Henry F. Thomas, Jürgen M. Plitzko, Martin Beck, Wolfgang Baumeister, Benjamin D. Engel",Proteasomes tether to two distinct sites at the nuclear pore complex,2017,114,52,13726-13731,http://www.pnas.org/content/114/52/13726.abstract,nan,http://www.pnas.org/content/114/52/13726.full,http://www.pnas.org/content/114/52/13726.full.pdf,nan,yes,nan,2017/13726.abstract.txt,,,,,,,Cell Biology,"proteasome
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Yang Wang, Jia Liu, Xin Jin, Dapeng Zhang, Dongxue Li, Fengqi Hao, Yunpeng Feng, Shan Gu, Fanlin Meng, Miaomiao Tian, Yi Zheng, Ling Xin, Xinbo Zhang, Xue Han, L. Aravind, Min Wei",GlcNAcylation destabilizes the active tetrameric PKM2 to promote the Warburg effect,2017,114,52,13732-13737,http://www.pnas.org/content/114/52/13732.abstract,nan,http://www.pnas.org/content/114/52/13732.full,http://www.pnas.org/content/114/52/13732.full.pdf,nan,yes,nan,2017/13732.abstract.txt,,,,,,,Cell Biology,"PKM2
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Thomas S. Randall, Yan Y. Yip, Daynea J. Wallock-Richards, Karin Pfisterer, Anneri Sanger, Weronika Ficek, Roberto A. Steiner, Andrew J. Beavil, Maddy Parsons, Mark P. Dodding",A small-molecule activator of kinesin-1 drives remodeling of the microtubule network,2017,114,52,13738-13743,http://www.pnas.org/content/114/52/13738.abstract,nan,http://www.pnas.org/content/114/52/13738.full,http://www.pnas.org/content/114/52/13738.full.pdf,nan,yes,nan,2017/13738.abstract.txt,,,,,,,Cell Biology,"kinesin-1
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Kesavan Meganathan, Emily M. A. Lewis, Paul Gontarz, Shaopeng Liu, Edouard G. Stanley, Andrew G. Elefanty, James E. Huettner, Bo Zhang, Kristen L. Kroll, Maarten B. Rookmaaker, Francis Blokzijl, Ruben van Boxtel, Robert Vries, Edwin Cuppen, Marianne C. Verhaar, Hans Clevers, Zi Wang, Paul Aljabar, Gareth Ball, Ghazala Mirza, Alka Saxena, Serena J. Counsell, Joseph V. Hajnal, Giovanni Montana, A. David Edwards",Regulatory networks specifying cortical interneurons from human embryonic stem cells reveal roles for CHD2 in interneuron development,2017,114,52,E11180-E11189,http://www.pnas.org/content/114/52/E11180.abstract,nan,http://www.pnas.org/content/114/52/E11180.full,http://www.pnas.org/content/114/52/E11180.full.pdf,nan,yes,nan,2017/E11180.abstract.txt,,,,,,,Developmental Biology,"humanembryonicstemcells
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Frans Schutgens, Maarten B. Rookmaaker, Francis Blokzijl, Ruben van Boxtel, Robert Vries, Edwin Cuppen, Marianne C. Verhaar, Hans Clevers",Troy/TNFRSF19 marks epithelial progenitor cells during mouse kidney development that continue to contribute to turnover in adult kidney,2017,114,52,E11190-E11198,http://www.pnas.org/content/114/52/E11190.abstract,nan,http://www.pnas.org/content/114/52/E11190.full,http://www.pnas.org/content/114/52/E11190.full.pdf,nan,yes,nan,2017/E11190.abstract.txt,,,,,,,Developmental Biology,"kidney
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Michelle L. Krishnan, Zi Wang, Paul Aljabar, Gareth Ball, Ghazala Mirza, Alka Saxena, Serena J. Counsell, Joseph V. Hajnal, Giovanni Montana, A. David Edwards",Machine learning shows association between genetic variability in,2017,114,52,13744-13749,http://www.pnas.org/content/114/52/13744.abstract,nan,http://www.pnas.org/content/114/52/13744.full,http://www.pnas.org/content/114/52/13744.full.pdf,nan,yes,nan,2017/13744.abstract.txt,,,,,,,Developmental Biology,"braindevelopment
","FILE : OK: .abstract.txt ,"
