category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
Biological Sciences,Cell Biology,"Kimberly Siletti, Basile Tarchini, A. J. Hudspeth",Daple coordinates organ-wide and cell-intrinsic polarity to pattern inner-ear hair bundles,2017,114,52,E11170-E11179,http://www.pnas.org/content/114/52/E11170.abstract,nan,http://www.pnas.org/content/114/52/E11170.full,http://www.pnas.org/content/114/52/E11170.full.pdf,,yes,
Biological Sciences,Cell Biology,"Joshua A. Lees, Yixiao Zhang, Michael S. Oh, Curtis M. Schauder, Xiaoling Yu, Jeremy M. Baskin, Kerry Dobbs, Luigi D. Notarangelo, Pietro De Camilli, Thomas Walz, Karin M. Reinisch",Architecture of the human PI4KIIIα lipid kinase complex,2017,114,52,13720-13725,http://www.pnas.org/content/114/52/13720.abstract,nan,http://www.pnas.org/content/114/52/13720.full,http://www.pnas.org/content/114/52/13720.full.pdf,,yes,
Biological Sciences,Cell Biology,"Sahradha Albert, Miroslava Schaffer, Florian Beck, Shyamal Mosalaganti, Shoh Asano, Henry F. Thomas, Jürgen M. Plitzko, Martin Beck, Wolfgang Baumeister, Benjamin D. Engel",Proteasomes tether to two distinct sites at the nuclear pore complex,2017,114,52,13726-13731,http://www.pnas.org/content/114/52/13726.abstract,nan,http://www.pnas.org/content/114/52/13726.full,http://www.pnas.org/content/114/52/13726.full.pdf,,yes,
Biological Sciences,Cell Biology,"Yang Wang, Jia Liu, Xin Jin, Dapeng Zhang, Dongxue Li, Fengqi Hao, Yunpeng Feng, Shan Gu, Fanlin Meng, Miaomiao Tian, Yi Zheng, Ling Xin, Xinbo Zhang, Xue Han, L. Aravind, Min Wei",GlcNAcylation destabilizes the active tetrameric PKM2 to promote the Warburg effect,2017,114,52,13732-13737,http://www.pnas.org/content/114/52/13732.abstract,nan,http://www.pnas.org/content/114/52/13732.full,http://www.pnas.org/content/114/52/13732.full.pdf,,yes,
Biological Sciences,Cell Biology,"Thomas S. Randall, Yan Y. Yip, Daynea J. Wallock-Richards, Karin Pfisterer, Anneri Sanger, Weronika Ficek, Roberto A. Steiner, Andrew J. Beavil, Maddy Parsons, Mark P. Dodding",A small-molecule activator of kinesin-1 drives remodeling of the microtubule network,2017,114,52,13738-13743,http://www.pnas.org/content/114/52/13738.abstract,nan,http://www.pnas.org/content/114/52/13738.full,http://www.pnas.org/content/114/52/13738.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Kesavan Meganathan, Emily M. A. Lewis, Paul Gontarz, Shaopeng Liu, Edouard G. Stanley, Andrew G. Elefanty, James E. Huettner, Bo Zhang, Kristen L. Kroll, Maarten B. Rookmaaker, Francis Blokzijl, Ruben van Boxtel, Robert Vries, Edwin Cuppen, Marianne C. Verhaar, Hans Clevers, Zi Wang, Paul Aljabar, Gareth Ball, Ghazala Mirza, Alka Saxena, Serena J. Counsell, Joseph V. Hajnal, Giovanni Montana, A. David Edwards",Regulatory networks specifying cortical interneurons from human embryonic stem cells reveal roles for CHD2 in interneuron development,2017,114,52,E11180-E11189,http://www.pnas.org/content/114/52/E11180.abstract,nan,http://www.pnas.org/content/114/52/E11180.full,http://www.pnas.org/content/114/52/E11180.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Frans Schutgens, Maarten B. Rookmaaker, Francis Blokzijl, Ruben van Boxtel, Robert Vries, Edwin Cuppen, Marianne C. Verhaar, Hans Clevers",Troy/TNFRSF19 marks epithelial progenitor cells during mouse kidney development that continue to contribute to turnover in adult kidney,2017,114,52,E11190-E11198,http://www.pnas.org/content/114/52/E11190.abstract,nan,http://www.pnas.org/content/114/52/E11190.full,http://www.pnas.org/content/114/52/E11190.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Michelle L. Krishnan, Zi Wang, Paul Aljabar, Gareth Ball, Ghazala Mirza, Alka Saxena, Serena J. Counsell, Joseph V. Hajnal, Giovanni Montana, A. David Edwards",Machine learning shows association between genetic variability in,2017,114,52,13744-13749,http://www.pnas.org/content/114/52/13744.abstract,nan,http://www.pnas.org/content/114/52/13744.full,http://www.pnas.org/content/114/52/13744.full.pdf,,yes,
Biological Sciences,Ecology,"François-Gaël Michalec, Itzhak Fouxon, Sami Souissi, Markus Holzner, Jon E. Keeley, Anne H. Pfaff, Ken Ferschweiler, Milan Chytrý, Mark van Kleunen, Ladislav Mucina, Wayne Dawson, Franz Essl, Holger Kreft, Jan Pergl, Patrick Weigelt, Marten Winter, Petr Pyšek, Thomas M. Bury, Clara Wang, Justin Schonfeld, Sharada P. Mohanty, Brendan Nyhan, Marcel Salathé, Chris T. Bauch",Zooplankton can actively adjust their motility to turbulent flow,2017,114,52,E11199-E11207,http://www.pnas.org/content/114/52/E11199.abstract,nan,http://www.pnas.org/content/114/52/E11199.full,http://www.pnas.org/content/114/52/E11199.full.pdf,,yes,
Biological Sciences,Ecology,"Alexandra D. Syphard, Jon E. Keeley, Anne H. Pfaff, Ken Ferschweiler",Human presence diminishes the importance of climate in driving fire activity across the United States,2017,114,52,13750-13755,http://www.pnas.org/content/114/52/13750.abstract,nan,http://www.pnas.org/content/114/52/13750.full,http://www.pnas.org/content/114/52/13750.full.pdf,,yes,
Biological Sciences,Ecology,"Veronika Kalusová, Milan Chytrý, Mark van Kleunen, Ladislav Mucina, Wayne Dawson, Franz Essl, Holger Kreft, Jan Pergl, Patrick Weigelt, Marten Winter, Petr Pyšek",Naturalization of European plants on other continents: The role of donor habitats,2017,114,52,13756-13761,http://www.pnas.org/content/114/52/13756.abstract,nan,http://www.pnas.org/content/114/52/13756.full,http://www.pnas.org/content/114/52/13756.full.pdf,,yes,
Biological Sciences,Ecology,"A. Demetri Pananos, Thomas M. Bury, Clara Wang, Justin Schonfeld, Sharada P. Mohanty, Brendan Nyhan, Marcel Salathé, Chris T. Bauch",Critical dynamics in population vaccinating behavior,2017,114,52,13762-13767,http://www.pnas.org/content/114/52/13762.abstract,nan,http://www.pnas.org/content/114/52/13762.full,http://www.pnas.org/content/114/52/13762.full.pdf,,yes,
Biological Sciences,Evolution,"Andrew H. Moeller, Taichi A. Suzuki, Dana Lin, Eileen A. Lacey, Samuel K. Wasser, Michael W. Nachman, Derek G. Sim, Matthew J. Jones, Rahel Salathe, Troy Day, Andrew F. Read",Dispersal limitation promotes the diversification of the mammalian gut microbiota,2017,114,52,13768-13773,http://www.pnas.org/content/114/52/13768.abstract,nan,http://www.pnas.org/content/114/52/13768.full,http://www.pnas.org/content/114/52/13768.full.pdf,,yes,
Biological Sciences,Evolution,"Nina Wale, Derek G. Sim, Matthew J. Jones, Rahel Salathe, Troy Day, Andrew F. Read",Resource limitation prevents the emergence of drug resistance by intensifying within-host competition,2017,114,52,13774-13779,http://www.pnas.org/content/114/52/13774.abstract,nan,http://www.pnas.org/content/114/52/13774.full,http://www.pnas.org/content/114/52/13774.full.pdf,,yes,
Biological Sciences,Genetics,"Takuya Kajitani, Hiroaki Kato, Yuji Chikashige, Chihiro Tsutsumi, Yasushi Hiraoka, Hiroshi Kimura, Yasuyuki Ohkawa, Chikashi Obuse, Damien Hermand, Yota Murakami, David C. Yuan, Brian P. H. Metzger, Andrea Hodgins-Davis, Patricia J. Wittkopp, Shail Kabrawala, Gregory J. Thomson, William Scheving, Andy Ly, Matthew Z. Anderson, Malcolm Whiteway, Richard J. Bennett",Ser7 of RNAPII-CTD facilitates heterochromatin formation by linking ncRNA to RNAi,2017,114,52,E11208-E11217,http://www.pnas.org/content/114/52/E11208.abstract,nan,http://www.pnas.org/content/114/52/E11208.full,http://www.pnas.org/content/114/52/E11208.full.pdf,,yes,
Biological Sciences,Genetics,"Fabien Duveau, David C. Yuan, Brian P. H. Metzger, Andrea Hodgins-Davis, Patricia J. Wittkopp",Effects of mutation and selection on plasticity of a promoter activity in,2017,114,52,E11218-E11227,http://www.pnas.org/content/114/52/E11218.abstract,nan,http://www.pnas.org/content/114/52/E11218.full,http://www.pnas.org/content/114/52/E11218.full.pdf,,yes,
Biological Sciences,Genetics,"Christine M. Scaduto, Shail Kabrawala, Gregory J. Thomson, William Scheving, Andy Ly, Matthew Z. Anderson, Malcolm Whiteway, Richard J. Bennett",Epigenetic control of pheromone MAPK signaling determines sexual fecundity in,2017,114,52,13780-13785,http://www.pnas.org/content/114/52/13780.abstract,nan,http://www.pnas.org/content/114/52/13780.full,http://www.pnas.org/content/114/52/13780.full.pdf,,yes,
